id,x,y,date,dist,Season,Name,alt
411,567414.47,516303.47,12/12/2013,9.716863017,I,Bear4,1094
412,567409.55,516304.81,12/16/2013,7.980994118,I,Bear4,1094
413,567417.52,516305.05,12/17/2013,191.6312031,I,Bear4,1094
414,567568.99,516422.44,12/18/2013,265.1831948,I,Bear4,1158
415,567324.22,516320.41,12/19/2013,256.3507691,I,Bear4,1001
416,567563.18,516413.22,12/20/2013,100.3304159,I,Bear4,1158
417,567476.4,516362.87,12/21/2013,94.32647346,I,Bear4,1142
418,567565.72,516393.18,12/22/2013,20.46577127,I,Bear4,1158
419,567539.05,516143.93,12/27/2013,58.95917896,I,Bear4,1131
420,567527.66,516086.08,12/28/2013,437.1570682,I,Bear4,1113
421,567783.91,516440.26,12/29/2013,305.7264299,I,Bear4,1189
422,567492.31,516348.42,12/30/2013,275.6680346,I,Bear4,1142
423,567467.69,516073.86,12/31/2013,110.2380142,I,Bear4,1072
424,567577.89,516076.6,1/1/2014,16.88650348,I,Bear4,1152
425,567590.42,516087.93,1/2/2014,429.0020454,I,Bear4,1152
426,567611.64,516516.4,1/3/2014,315.7968237,I,Bear4,1118
427,567622.02,516200.78,1/4/2014,263.5183583,I,Bear4,1168
428,567586.08,515939.72,1/5/2014,130.4379707,I,Bear4,1160
429,567535.41,516059.92,1/6/2014,490.6578147,I,Bear4,1113
430,567771.06,516490.28,1/7/2014,147.3452146,I,Bear4,1121
431,567633.85,516544,1/8/2014,270.5401257,I,Bear4,1135
432,567857.02,516391.06,1/9/2014,495.3253926,I,Bear4,1144
433,567398.91,516202.68,1/10/2014,294.8911867,I,Bear4,1087
434,567572.72,516440.9,1/11/2014,258.0540109,I,Bear4,1158
435,567330.97,516350.62,1/12/2014,141.4477729,I,Bear4,1001
436,567472.37,516354.42,1/13/2014,13.93151641,I,Bear4,1142
437,567486.11,516356.71,1/14/2014,289.7413643,I,Bear4,1142
438,567561.72,516077.01,1/15/2014,283.6146276,I,Bear4,1152
439,567482.79,516349.42,1/16/2014,627.8913099,I,Bear4,1142
440,567903.96,515883.74,1/17/2014,557.1864646,I,Bear4,1180
441,567874.45,516440.14,1/18/2014,302.5268401,I,Bear4,1116
442,567580.32,516369.37,1/19/2014,26.9774208,I,Bear4,1185
443,567599.65,516350.56,1/20/2014,262.8575454,I,Bear4,1185
444,567430.73,516551.95,1/21/2014,343.2537082,I,Bear4,1046
445,567127.38,516391.33,1/22/2014,293.9287767,I,Bear4,888
446,567409.92,516310.31,1/23/2014,1.792297576,I,Bear4,1094
447,567407.82,516325.2,2/13/2014,152.6401975,I,Bear4,1094
448,567542.87,516396.35,2/14/2014,538.6147764,I,Bear4,1113
449,567548.65,515857.77,2/15/2014,429.6485922,I,Bear4,1147
450,567344.53,516235.83,2/16/2014,450.7420337,I,Bear4,1020
451,567377.14,516685.4,2/17/2014,680.127826,I,Bear4,910
452,567585.86,516038.09,2/18/2014,105.502343,I,Bear4,1160
453,567496.5,516094.17,2/19/2014,18.68163848,I,Bear4,1113
454,567493.08,516112.53,2/20/2014,108.348048,I,Bear4,1113
455,567594.64,516150.3,2/21/2014,86.30335311,I,Bear4,1168
456,567551.03,516075.83,2/22/2014,8.321514243,I,Bear4,1152
457,567549.82,516084.06,2/23/2014,405.4954238,I,Bear4,1113
458,567171.82,516230.84,2/24/2014,496.8310957,I,Bear4,967
459,567522.61,515879,2/25/2014,457.5889391,I,Bear4,1147
460,567414,516323.51,2/26/2014,257.2955471,I,Bear4,1094
461,567337.51,516569.18,2/27/2014,648.8811337,I,Bear4,956
462,567102.71,516348.85,3/3/2014,487.47368,I,Bear4,940
463,567505.55,516074.35,3/4/2014,150.0484918,I,Bear4,1113
464,567515.31,516224.08,3/5/2014,126.1634548,I,Bear4,1146
465,567588.8,516121.53,3/6/2014,1581.373328,I,Bear4,1152
466,568094.5,517619.86,3/7/2014,542.4798673,I,Bear4,897
467,568635.69,517657.3,3/8/2014,42.56945502,I,Bear4,822
468,568647.2,517698.29,3/9/2014,1292.987924,I,Bear4,822
469,568221.96,516477.23,3/10/2014,731.5430276,I,Bear4,1030
470,567636.94,516038.02,3/11/2014,243.8687678,I,Bear4,1190
471,567556.88,516268.37,3/12/2014,19.76556715,I,Bear4,1183
472,567545.83,516251.98,3/13/2014,147.7438985,I,Bear4,1146
473,568447.04,516961.73,3/17/2014,762.9867205,I,Bear4,985
474,567417.84,516334.01,3/21/2014,391.8941226,I,Bear4,1094
475,567584.94,515979.53,3/22/2014,1290.554329,I,Bear4,1160
476,567171.7,518231.61,3/26/2014,1553.154723,I,Bear4,698
477,568274.14,519325.65,3/27/2014,511.0746835,I,Bear4,679
478,567876.7,519004.34,3/28/2014,1943.331587,I,Bear4,672
479,608065.92,502605.4,4/4/2012,3255.216854,II,Bear5,832
480,607293.85,499445.45,4/5/2012,3773.994439,II,Bear5,905
481,605238.42,496277.21,4/6/2012,529.1974815,II,Bear5,1132
482,599160.3,500226.69,5/5/2012,6561.908597,II,Bear5,771
483,605651,499240.67,5/6/2012,2230.454024,II,Bear5,1077
484,605375.47,499291.28,5/10/2012,404.8291819,II,Bear5,1083
485,605778.3,499247.56,5/11/2012,125.0222616,II,Bear5,1045
486,605653.76,499235.59,5/12/2012,161.4849139,II,Bear5,1077
487,605624.6,499076.76,5/13/2012,158.2208876,II,Bear5,1065
488,605652.51,499232.5,5/14/2012,263.2958567,II,Bear5,1077
489,605213.18,499040.4,5/15/2012,262.037429,II,Bear5,1091
490,605647.9,499238.63,5/16/2012,478.5962152,II,Bear5,1077
491,605213.18,499040.4,5/17/2012,2680.869598,II,Bear5,1091
492,602827.42,500264.15,5/18/2012,2242.210023,II,Bear5,796
493,600586.08,500368.03,5/19/2012,1500.287645,II,Bear5,689
494,599410.73,501302.55,5/20/2012,2459.601733,II,Bear5,659
495,599447.12,497469.65,9/1/2011,141.9380259,IV,Bear5,651
496,599521.2,497590.73,9/2/2011,2070.217363,IV,Bear5,648
497,598379.51,499317.67,9/3/2011,2343.566632,IV,Bear5,610
498,599246.93,497140.54,9/4/2011,497.5977721,IV,Bear5,615
499,599442.81,497597.97,9/5/2011,1471.0703,IV,Bear5,645
500,598380.9,498616,9/6/2011,484.2773333,IV,Bear5,634
501,598626.93,498198.88,9/7/2011,1038.91751,IV,Bear5,634
502,599324.07,497428.58,9/8/2011,123.4926403,IV,Bear5,647
503,599255.44,497325.92,9/9/2011,1938.330011,IV,Bear5,654
504,599597.48,497578.9,9/16/2011,242.3766297,IV,Bear5,652
505,599480.06,497366.86,9/17/2011,2716.701782,IV,Bear5,665
506,599234.85,500072.48,9/18/2011,1096.14896,IV,Bear5,737
507,600295.11,499791.33,9/19/2011,142.1519683,IV,Bear5,669
508,600215.04,499909.47,9/20/2011,128.1502996,IV,Bear5,700
509,600143.24,500015.62,9/21/2011,137.3912594,IV,Bear5,728
510,600202.4,499891.61,9/22/2011,1573.930215,IV,Bear5,700
511,598852.97,499601.49,9/29/2011,1891.038321,IV,Bear5,636
512,598893.53,501492.09,9/30/2011,2453.530839,IV,Bear5,615
513,600396.64,500152.44,10/3/2011,57.33149531,IV,Bear5,689
514,600339.52,500147.55,10/4/2011,591.4129801,IV,Bear5,693
515,600150.25,499976.58,10/8/2011,853.0332329,IV,Bear5,716
516,600859.87,500451.03,10/9/2011,2278.541863,IV,Bear5,683
517,598591.1,500666.66,10/10/2011,1534.563576,IV,Bear5,680
518,600106.62,500914.27,10/11/2011,1760.834179,IV,Bear5,832
519,600190.5,499152.88,10/12/2011,958.7341048,IV,Bear5,693
520,599294.95,499499.72,10/13/2011,250.4778495,IV,Bear5,634
521,599312.77,499249.6,10/14/2011,1423.662791,IV,Bear5,623
522,600566.98,498575.98,10/15/2011,2201.41297,IV,Bear5,785
523,598471.23,499249.81,10/16/2011,18.60446605,IV,Bear5,631
524,598480.06,499233.43,10/17/2011,491.7733211,IV,Bear5,631
525,599198.85,499280.38,10/21/2011,16787.84155,IV,Bear5,618
526,615357.03,494725.72,10/22/2011,16849.68333,IV,Bear5,710
527,596621,498532.77,10/30/2011,2302.781568,IV,Bear5,615
528,598810.52,499246.06,10/30/2011,2091.529864,IV,Bear5,633
529,598838.43,497062.54,10/31/2011,2094.654775,IV,Bear5,633
530,598662.39,499337.99,11/4/2011,690.0944449,IV,Bear5,610
531,599341.15,499462.52,11/5/2011,1175.480355,IV,Bear5,627
532,598188.19,499233.53,11/6/2011,279.4392576,IV,Bear5,637
533,597976.88,499050.68,11/7/2011,41.30029497,IV,Bear5,626
534,597967.32,499090.86,11/8/2011,1173.760594,IV,Bear5,608
535,598566.88,498081.77,11/9/2011,1986.428563,IV,Bear5,654
536,600042.18,499411.95,11/10/2011,5353.645038,IV,Bear5,630
537,598087.39,499125.13,8/13/2011,604.6294373,III,Bear5,637
538,598938.23,499491.18,8/27/2011,543.973762,III,Bear5,616
539,598834.06,498957.27,8/28/2011,836.2401701,III,Bear5,616
540,600188.8,499946.38,11/17/2011,1280.280817,I,Bear5,715
541,602846.93,498130.41,1/6/2012,4.179442894,I,Bear5,869
542,602849.76,498133.49,1/7/2012,1701.973027,I,Bear5,869
543,603739.5,499367.95,1/10/2012,2250.744952,I,Bear5,882
544,601168.96,500477.04,2/6/2012,18.09983431,I,Bear5,701
545,601173.62,500486.22,2/10/2012,5.783815046,I,Bear5,701
546,601168.31,500483.92,2/11/2012,3.428844512,I,Bear5,701
547,601169.7,500480.78,2/12/2012,3.16026903,I,Bear5,701
548,601170.46,500487.87,2/16/2012,5.698399409,I,Bear5,701
549,601167.42,500483.05,2/17/2012,8.451280964,I,Bear5,701
550,601167.67,500468.74,3/5/2012,16.22162177,I,Bear5,701
551,601165.61,500484.83,3/6/2012,4.029881607,I,Bear5,701
552,606391.14,498176.36,3/27/2012,31.03360253,I,Bear5,994
553,600475.14,496254.79,4/1/2012,11.1594671,II,Bear6,857
554,600472.21,496265.56,4/2/2012,88.13370954,II,Bear6,857
555,600384.08,496264.54,4/3/2012,1701.738776,II,Bear6,839
556,600945.5,494658.08,4/4/2012,4693.169939,II,Bear6,855
557,604416.48,491499.26,4/5/2012,1963.568779,II,Bear6,922
558,604354.67,489536.66,4/6/2012,5343.626998,II,Bear6,1170
559,599982.93,492609.49,4/7/2012,2885.80662,II,Bear6,745
560,602478.5,491160.34,4/8/2012,3518.835622,II,Bear6,798
561,599095.59,492128.9,4/9/2012,136.4457516,II,Bear6,717
562,599207.13,492050.32,4/10/2012,2047.502353,II,Bear6,692
563,599958.88,493954.83,4/11/2012,1047.842662,II,Bear6,780
564,600860.65,494488.48,4/12/2012,241.5028125,II,Bear6,794
565,601041.91,494648.07,4/13/2012,241.2049348,II,Bear6,871
566,600816.9,494561.18,4/14/2012,1232.776278,II,Bear6,814
567,602035.64,494375.7,4/15/2012,995.9372267,II,Bear6,904
568,601041.8,494440.23,4/16/2012,840.4711529,II,Bear6,813
569,600302.7,494840.38,4/17/2012,1058.747181,II,Bear6,774
570,599442.99,495458.33,4/18/2012,3374.783198,II,Bear6,697
571,599181.26,492093.71,4/19/2012,149.217668,II,Bear6,692
572,599079.78,492203.1,4/20/2012,591.2519614,II,Bear6,674
573,599241.77,491634.48,4/21/2012,8771.881018,II,Bear6,743
574,592954.09,485518.02,4/22/2012,11544.83069,II,Bear6,741
575,603840.38,489361.44,4/23/2012,5933.590125,II,Bear6,1095
576,600819.47,494468.46,4/24/2012,2829.081885,II,Bear6,794
577,599332.06,492061.94,4/25/2012,2435.110235,II,Bear6,673
578,601135.23,490425.37,4/26/2012,463.4365335,II,Bear6,739
579,601329.08,490004.43,4/27/2012,3388.796994,II,Bear6,769
580,598489.86,488154.35,4/28/2012,5325.759092,II,Bear6,1173
581,595088.24,492252.24,4/29/2012,5062.043676,II,Bear6,777
582,600127.87,491776.38,4/30/2012,2096.416729,II,Bear6,687
583,601341.72,490067.13,5/1/2012,493.8720936,II,Bear6,754
584,601085.57,490489.38,5/2/2012,5360.735991,II,Bear6,748
585,602801.91,490882.58,5/6/2012,1631.737096,II,Bear6,842
586,601847.72,489558.91,5/7/2012,2827.750486,II,Bear6,793
587,600005,491703.8,5/8/2012,94.50051686,II,Bear6,696
588,600098.85,491714.89,5/9/2012,512.262144,II,Bear6,690
589,600407.85,492123.46,5/10/2012,14.50952136,II,Bear6,862
590,600403.67,492109.57,5/11/2012,754.038718,II,Bear6,855
591,601088.86,492424.35,5/12/2012,2409.64478,II,Bear6,1045
592,601199.23,490017.23,5/13/2012,1080.676628,II,Bear6,777
593,600120.53,490082.55,5/14/2012,627.9810011,II,Bear6,971
594,600706.36,489856.36,5/15/2012,1753.116198,II,Bear6,917
595,599980.86,488260.41,5/16/2012,891.2664817,II,Bear6,951
596,601950.68,491942.49,5/20/2012,1912.856216,II,Bear6,930
597,600043.3,491797.79,5/21/2012,565.0881984,II,Bear6,687
598,601910.09,494178.46,5/25/2012,1721.841714,II,Bear6,837
599,600249,494631.79,5/26/2012,2685.726197,II,Bear6,731
600,600314.29,491946.86,5/27/2012,2512.782517,II,Bear6,767
601,601392.84,489677.32,5/28/2012,953.0300906,II,Bear6,819
602,601276.16,490623.18,5/29/2012,2686.426978,II,Bear6,785
603,603932.5,491024.12,5/30/2012,213.4880519,II,Bear6,876
604,604145.67,491035.8,5/31/2012,1398.126458,II,Bear6,924
605,603416.39,489842.94,6/1/2012,6163.887914,II,Bear6,1149
606,598194.6,493118.06,6/2/2012,3156.848153,II,Bear6,637
607,599882.11,490450.11,6/3/2012,362.3113916,II,Bear6,978
608,600093.53,490744.34,6/4/2012,255.610479,II,Bear6,935
609,599886.35,490894.05,6/5/2012,2092.705981,II,Bear6,869
610,601977.36,490978.19,6/6/2012,17.38347382,II,Bear6,818
611,601993.97,490973.07,6/7/2012,6.493120946,II,Bear6,818
612,600139.95,490704.15,6/11/2012,402.8708997,II,Bear6,935
613,600180.46,490303.32,6/12/2012,1872.594266,II,Bear6,966
614,606323.29,489746.21,9/8/2011,724.4642009,IV,Bear6,1360
615,606647.27,490394.2,9/9/2011,8.65034043,IV,Bear6,1375
616,606655.58,490396.61,9/10/2011,1152.401282,IV,Bear6,1375
617,606563.85,489247.86,9/11/2011,2815.25715,IV,Bear6,1380
618,606155.91,486462.32,9/12/2011,2430.059917,IV,Bear6,1231
619,608515.48,485881.28,9/13/2011,148.7704546,IV,Bear6,1166
620,608378.92,485822.24,9/14/2011,113.5671238,IV,Bear6,1203
621,608461.79,485744.59,9/15/2011,407.9378147,IV,Bear6,1178
622,608819.7,485940.34,9/16/2011,865.5269322,IV,Bear6,1149
623,607970.99,485770.52,9/17/2011,718.4164554,IV,Bear6,1286
624,608663.74,485960.84,9/18/2011,442.7716341,IV,Bear6,1162
625,612119.94,465943.82,9/22/2011,9259.788405,IV,Bear6,1097
626,599944.02,463887.79,9/27/2011,3494.669136,IV,Bear6,1186
627,602231.42,466738.92,10/1/2011,917.2623351,IV,Bear6,1150
628,601384.97,467092.32,10/2/2011,1346.708137,IV,Bear6,1039
629,602438.56,466253.52,10/3/2011,6872.903205,IV,Bear6,1120
630,602088.31,459389.55,10/4/2011,8871.260607,IV,Bear6,1119
631,593814.19,462589.27,10/5/2011,4862.166985,IV,Bear6,1033
632,592253.08,467194.01,10/6/2011,8618.29678,IV,Bear6,1012
633,590213.28,475567.44,10/7/2011,450.5970457,IV,Bear6,677
634,590663.54,475549.8,10/8/2011,832.5275642,IV,Bear6,680
635,589835.91,475640.04,10/9/2011,518.3432883,IV,Bear6,695
636,590346.89,475552.95,10/10/2011,434.274957,IV,Bear6,682
637,589955.12,475740.33,10/11/2011,829.1415709,IV,Bear6,708
638,590771.76,475883.73,10/12/2011,488.3802779,IV,Bear6,752
639,590451.73,475514.82,10/13/2011,299.6286262,IV,Bear6,683
640,590315.73,475781.81,10/14/2011,572.6677856,IV,Bear6,727
641,589882.21,475407.63,10/15/2011,5426.761725,IV,Bear6,655
642,591673.36,480530.28,10/16/2011,2209.425032,IV,Bear6,657
643,589939.97,479160.26,10/17/2011,864.4026837,IV,Bear6,651
644,590651,478668.71,10/18/2011,744.0934621,IV,Bear6,767
645,590569.11,479408.28,10/19/2011,508.043857,IV,Bear6,670
646,590886.81,479804.73,10/20/2011,825.5702534,IV,Bear6,672
647,591114.12,480833.49,10/24/2011,1659.744145,IV,Bear6,626
648,590352.18,479358.98,10/25/2011,1927.178811,IV,Bear6,660
649,590848.92,481221.04,10/26/2011,44.67220782,IV,Bear6,610
650,590851.79,481176.46,10/27/2011,275.6371924,IV,Bear6,610
651,590912.09,480907.49,10/28/2011,361.9751323,IV,Bear6,592
652,590977.06,481263.59,10/29/2011,404.081055,IV,Bear6,644
653,590690.73,480978.47,10/30/2011,190.2750463,IV,Bear6,579
654,590879.52,480954.78,10/30/2011,31.54485241,IV,Bear6,603
655,590905.62,480972.5,10/31/2011,3119.41259,IV,Bear6,603
656,590671.13,477861.92,11/1/2011,2403.881752,IV,Bear6,636
657,590386.35,475474.96,11/2/2011,149.1454961,IV,Bear6,664
658,590479.06,475591.8,11/3/2011,2244.414436,IV,Bear6,708
659,590815.72,477810.82,11/4/2011,2800.046599,IV,Bear6,641
660,591314.71,480566.04,11/5/2011,42.79705981,IV,Bear6,616
661,591313.66,480608.83,11/6/2011,20.17863032,IV,Bear6,616
662,591331.96,480600.33,11/7/2011,37.47779761,IV,Bear6,616
663,591314.16,480567.35,11/8/2011,55.72331529,IV,Bear6,616
664,591366.02,480546.96,11/9/2011,94.30625049,IV,Bear6,613
665,591273.92,480567.25,11/10/2011,54.63748003,IV,Bear6,616
666,591328.53,480565.49,11/11/2011,851.0733459,IV,Bear6,616
667,600771.02,491257.84,9/2/2012,1822.971681,IV,Bear6,719
668,602591.3,491158.69,9/3/2012,7371.390977,IV,Bear6,817
669,609926.57,490429.86,9/4/2012,4539.696131,IV,Bear6,1073
670,613022.3,493750.29,9/5/2012,5488.66171,IV,Bear6,742
671,608465.84,496810.38,9/6/2012,6118.38559,IV,Bear6,1153
672,603797.72,492855.23,9/7/2012,5206.536324,IV,Bear6,991
673,605183.49,487836.5,9/8/2012,2126.410354,IV,Bear6,1015
674,603386.4,488973.2,9/9/2012,1478.542072,IV,Bear6,876
675,602135.84,489761.97,9/10/2012,3059.839348,IV,Bear6,914
676,601476.16,486774.09,9/11/2012,448.0419937,IV,Bear6,1045
677,601796.76,486461.11,9/12/2012,2388.373091,IV,Bear6,1070
678,602115.25,488828.15,9/13/2012,6248.489748,IV,Bear6,976
679,616713.64,511442.03,9/17/2012,5369.714834,IV,Bear6,971
680,604287.71,489524.47,6/15/2012,1177.553613,III,Bear6,1147
681,603600.67,490480.83,6/16/2012,2599.165448,III,Bear6,1020
682,601106.71,491212.83,6/17/2012,4650.426167,III,Bear6,731
683,599077.07,495396.97,6/18/2012,1065.346528,III,Bear6,696
684,600004.58,494872.87,6/19/2012,955.8386511,III,Bear6,756
685,600882.43,494494.69,6/20/2012,63.14167255,III,Bear6,797
686,600862.89,494554.73,6/21/2012,4878.531422,III,Bear6,797
687,603181.85,490262.59,6/22/2012,1289.918167,III,Bear6,998
688,604086.21,489342.79,6/23/2012,6200.227443,III,Bear6,1054
689,600685.46,494527.17,6/24/2012,3310.950616,III,Bear6,774
690,601098.19,491242.04,6/25/2012,2076.530044,III,Bear6,724
691,602167.7,489462.12,6/26/2012,1469.349753,III,Bear6,845
692,600889.28,490186.43,6/27/2012,1220.518046,III,Bear6,823
693,601041.44,491397.43,6/28/2012,4514.342274,III,Bear6,742
694,598136.39,494852.86,6/29/2012,3259.145658,III,Bear6,751
695,599541.82,497793.4,6/30/2012,3435.154504,III,Bear6,649
696,600289.94,494440.7,7/1/2012,49.40406352,III,Bear6,719
697,600251.25,494471.42,7/2/2012,2.794643848,III,Bear6,719
698,600252.63,494468.99,7/3/2012,327.0780331,III,Bear6,719
699,600013.45,494692.1,7/4/2012,757.7683506,III,Bear6,713
700,600619.42,494237.11,7/5/2012,372.581396,III,Bear6,762
701,600885.51,494497.91,7/6/2012,329.2996952,III,Bear6,797
702,601153.52,494689.24,7/7/2012,1229.708122,III,Bear6,894
703,599926.83,494775.45,7/8/2012,107.3038883,III,Bear6,703
704,600003.05,494699.92,7/9/2012,3598.365712,III,Bear6,713
705,601082.48,491267.27,7/10/2012,2399.097854,III,Bear6,742
706,599365.25,492942.62,7/11/2012,3947.392562,III,Bear6,671
707,603072.14,491585.83,7/12/2012,2437.731037,III,Bear6,958
708,601247.81,489968.94,7/13/2012,5111.631569,III,Bear6,813
709,601343.35,484858.2,7/14/2012,5029.041598,III,Bear6,1450
710,603029.19,489596.27,7/15/2012,2422.601881,III,Bear6,1017
711,602921.36,492016.47,7/16/2012,1854.299315,III,Bear6,1096
712,601190.91,491350.16,7/17/2012,1995.07288,III,Bear6,760
713,599244.83,491789.57,7/18/2012,1466.20208,III,Bear6,688
714,600018.67,494676.67,7/22/2012,2673.334476,III,Bear6,713
715,599214.5,495611.59,7/26/2012,1940.815575,III,Bear6,672
716,600560.03,494212.91,7/27/2012,454.6349388,III,Bear6,762
717,600170.43,494447.23,7/28/2012,1183.176213,III,Bear6,716
718,599509.68,495428.71,7/29/2012,6801.961145,III,Bear6,707
719,601742.81,489003.78,7/30/2012,1178.084815,III,Bear6,911
720,600960.44,490490.56,8/3/2012,1092.957241,III,Bear6,766
721,601177.62,489419.4,8/4/2012,2617.551397,III,Bear6,836
722,603301.66,490949.12,8/5/2012,2638.932668,III,Bear6,840
723,603881.66,493523.52,8/6/2012,4173.467203,III,Bear6,1039
724,600991.73,490512.52,8/7/2012,2602.476175,III,Bear6,766
725,599639.56,492736.15,8/8/2012,1831.490823,III,Bear6,722
726,600285.64,494449.9,8/9/2012,4335.610233,III,Bear6,719
727,603059.42,491117.68,8/10/2012,2932.28353,III,Bear6,813
728,605460.96,492800.2,8/11/2012,1526.394861,III,Bear6,1072
729,604101.02,492107.06,8/12/2012,1988.643053,III,Bear6,1030
730,602302.73,491258.03,8/13/2012,4111.974529,III,Bear6,820
731,599709.56,488066.82,8/14/2012,3774.478687,III,Bear6,1002
732,603753.58,488641.2,8/22/2012,4360.792515,III,Bear6,940
733,606608.06,485344.46,8/23/2012,4003.586515,III,Bear6,1493
734,610200.43,487111.83,8/24/2012,2108.161509,III,Bear6,990
735,608463.38,485917.25,8/25/2012,274.0164532,III,Bear6,1182
736,608737.38,485913.9,8/26/2012,1367.940896,III,Bear6,1162
737,610079.67,486177.53,8/27/2012,713.6603553,III,Bear6,988
738,610463.1,485575.62,8/28/2012,1679.191995,III,Bear6,1015
739,610224.32,487237.75,8/29/2012,5017.56742,III,Bear6,1011
740,591133.02,479971.73,11/14/2011,679.6521227,I,Bear6,678
741,591434.39,480580.91,11/15/2011,627.2778537,I,Bear6,615
742,591135.77,480029.27,11/16/2011,1072.19769,I,Bear6,665
743,590549.89,480927.24,11/17/2011,1649.145398,I,Bear6,578
744,590536.29,479278.15,11/18/2011,1775.074957,I,Bear6,671
745,590559.83,477503.23,11/19/2011,1891.527591,I,Bear6,672
746,590425.76,475616.46,11/20/2011,5371.619641,I,Bear6,706
747,590985.85,480958.8,11/21/2011,7192.367439,I,Bear6,612
748,597607.88,483765.73,11/22/2011,132.7351888,I,Bear6,915
749,597670.4,483648.64,11/23/2011,234.0052234,I,Bear6,903
750,597804.91,483840.12,11/24/2011,60.8379699,I,Bear6,922
751,597757.15,483877.81,11/25/2011,474.9341454,I,Bear6,899
752,597733.88,484352.18,11/26/2011,854.5810201,I,Bear6,1005
753,597794.99,483499.78,11/27/2011,11333.78361,I,Bear6,949
754,609171.07,487402.07,12/2/2011,103.3735096,I,Bear6,1199
755,609083.92,487346.47,12/3/2011,1254.371274,I,Bear6,1218
756,610260.88,487780.31,12/4/2011,1127.793804,I,Bear6,1142
757,609192.25,487419.84,12/5/2011,512.8168268,I,Bear6,1199
758,609586.34,487747.97,12/6/2011,518.5759138,I,Bear6,1170
759,609185.59,487418.85,12/7/2011,1162.003007,I,Bear6,1199
760,610220.53,486890.51,12/8/2011,62.26804863,I,Bear6,1068
761,610201.96,486949.95,12/9/2011,460.0598975,I,Bear6,1034
762,610451.92,487336.18,12/10/2011,1.069555515,I,Bear6,1057
763,610452.8,487336.78,12/11/2011,183.5542808,I,Bear6,1057
764,610629.75,487385.58,12/12/2011,2246.003036,I,Bear6,1005
765,610424.33,489622.17,12/13/2011,9328.910313,I,Bear6,1246
766,610323,498950.53,12/14/2011,6342.137211,I,Bear6,1268
767,612127.13,514088.16,12/18/2011,70.03482073,I,Bear6,780
768,612196.93,514082.48,12/19/2011,24.75214489,I,Bear6,790
769,612182.3,514102.45,12/20/2011,34.356614,I,Bear6,780
770,612192.7,514069.7,12/21/2011,13.5591537,I,Bear6,790
771,612188.89,514082.72,12/22/2011,5.98177578,I,Bear6,790
772,612191.52,514088.09,12/23/2011,26.86377752,I,Bear6,780
773,612184.27,514113.95,12/24/2011,46.34506403,I,Bear6,780
774,612173.56,514068.86,12/25/2011,37.35745338,I,Bear6,790
775,612200.78,514094.45,12/26/2011,15.22846513,I,Bear6,780
776,612188.11,514102.89,12/27/2011,5.944321159,I,Bear6,780
777,612192.02,514107.36,12/28/2011,39.84750941,I,Bear6,780
778,612208.4,514071.03,12/29/2011,20.9406926,I,Bear6,808
779,612225.21,514083.52,12/30/2011,26.84666188,I,Bear6,808
780,612198.38,514082.51,12/31/2011,14.51298237,I,Bear6,790
781,612196.25,514096.87,1/1/2012,9.000550098,I,Bear6,780
782,612192.09,514104.85,1/2/2012,0.634632652,I,Bear6,780
783,612191.63,514104.41,1/3/2012,14.36570529,I,Bear6,780
784,612178.99,514111.24,1/4/2012,66.29405715,I,Bear6,780
785,612135.84,514060.91,1/5/2012,110.8184049,I,Bear6,790
786,612152.32,514170.49,1/6/2012,86.07993857,I,Bear6,762
787,612194.58,514092.21,1/10/2012,8.696750861,I,Bear6,780
788,612187.77,514097.62,1/11/2012,18.47675029,I,Bear6,780
789,612187.63,514079.15,1/12/2012,24.6539606,I,Bear6,790
790,612183.61,514103.47,1/13/2012,60.33459644,I,Bear6,780
791,612210.94,514104.05,1/23/2012,40.17944844,I,Bear6,797
792,612182.79,514099.16,2/5/2012,24.79483255,I,Bear6,780
793,612193.53,514121.5,2/6/2012,15.18468558,I,Bear6,780
794,612188.36,514135.78,2/7/2012,40.67875515,I,Bear6,780
795,612188.34,514089.48,2/19/2012,2.145407883,I,Bear6,780
796,612187.43,514091.41,2/20/2012,7.416515848,I,Bear6,780
797,612186.82,514098.81,2/21/2012,22.15561746,I,Bear6,780
798,612170.86,514114.18,2/22/2012,20.81397295,I,Bear6,780
799,612185.83,514128.64,2/23/2012,42.56821625,I,Bear6,780
800,612184.83,514086.09,2/24/2012,12.22540486,I,Bear6,780
801,612195.28,514079.73,2/25/2012,34.67900112,I,Bear6,790
802,612186.76,514102.52,3/5/2012,8.284691722,I,Bear6,780
803,612186.01,514094.27,3/6/2012,34.88423844,I,Bear6,780
804,612162.86,514068.17,3/7/2012,41.38654032,I,Bear6,790
805,612185.85,514102.58,3/8/2012,50.99366029,I,Bear6,780
806,612182.91,514094.58,3/15/2012,12.81331102,I,Bear6,780
807,612193.9,514101.17,3/16/2012,9.06021963,I,Bear6,780
808,612202.35,514104.41,3/17/2012,14.78353939,I,Bear6,780
809,612187.58,514104.94,3/18/2012,18.82316451,I,Bear6,780
810,612181.7,514087.06,3/19/2012,150.0470707,I,Bear6,780
811,612240.77,513949.13,3/20/2012,6.392151691,I,Bear6,808
812,612244.73,513954.15,3/21/2012,1775.973604,I,Bear6,808
813,610476.99,514124.97,3/22/2012,108.7166575,I,Bear6,644
814,610419.62,514217.32,3/23/2012,1442.951981,I,Bear6,595
815,609523.89,513086.04,3/24/2012,2118.295466,I,Bear6,626
