id,x,y,date,dist,Season,Name,alt,SeasonName
783,612191.63,514104.41,2012-01-03,14.36570529,I,Bear6,780,Winter sleep
784,612178.99,514111.24,2012-01-04,66.29405715,I,Bear6,780,Winter sleep
785,612135.84,514060.91,2012-01-05,110.8184049,I,Bear6,790,Winter sleep
786,612152.32,514170.49,2012-01-06,86.07993857,I,Bear6,762,Winter sleep
787,612194.58,514092.21,2012-01-10,8.696750861,I,Bear6,780,Winter sleep
788,612187.77,514097.62,2012-01-11,18.47675029,I,Bear6,780,Winter sleep
789,612187.63,514079.15,2012-01-12,24.6539606,I,Bear6,790,Winter sleep
790,612183.61,514103.47,2012-01-13,60.33459644,I,Bear6,780,Winter sleep
791,612210.94,514104.05,2012-01-23,40.17944844,I,Bear6,797,Winter sleep
792,612182.79,514099.16,2012-02-05,24.79483255,I,Bear6,780,Winter sleep
793,612193.53,514121.5,2012-02-06,15.18468558,I,Bear6,780,Winter sleep
794,612188.36,514135.78,2012-02-07,40.67875515,I,Bear6,780,Winter sleep
795,612188.34,514089.48,2012-02-19,2.145407883,I,Bear6,780,Winter sleep
796,612187.43,514091.41,2012-02-20,7.416515848,I,Bear6,780,Winter sleep
797,612186.82,514098.81,2012-02-21,22.15561746,I,Bear6,780,Winter sleep
798,612170.86,514114.18,2012-02-22,20.81397295,I,Bear6,780,Winter sleep
799,612185.83,514128.64,2012-02-23,42.56821625,I,Bear6,780,Winter sleep
800,612184.83,514086.09,2012-02-24,12.22540486,I,Bear6,780,Winter sleep
801,612195.28,514079.73,2012-02-25,34.67900112,I,Bear6,790,Winter sleep
802,612186.76,514102.52,2012-03-05,8.284691722,I,Bear6,780,Winter sleep
803,612186.01,514094.27,2012-03-06,34.88423844,I,Bear6,780,Winter sleep
804,612162.86,514068.17,2012-03-07,41.38654032,I,Bear6,790,Winter sleep
805,612185.85,514102.58,2012-03-08,50.99366029,I,Bear6,780,Winter sleep
806,612182.91,514094.58,2012-03-15,12.81331102,I,Bear6,780,Winter sleep
807,612193.9,514101.17,2012-03-16,9.06021963,I,Bear6,780,Winter sleep
808,612202.35,514104.41,2012-03-17,14.78353939,I,Bear6,780,Winter sleep
809,612187.58,514104.94,2012-03-18,18.82316451,I,Bear6,780,Winter sleep
810,612181.7,514087.06,2012-03-19,150.0470707,I,Bear6,780,Winter sleep
811,612240.77,513949.13,2012-03-20,6.392151691,I,Bear6,808,Winter sleep
812,612244.73,513954.15,2012-03-21,1775.973604,I,Bear6,808,Winter sleep
813,610476.99,514124.97,2012-03-22,108.7166575,I,Bear6,644,Winter sleep
814,610419.62,514217.32,2012-03-23,1442.951981,I,Bear6,595,Winter sleep
815,609523.89,513086.04,2012-03-24,2118.295466,I,Bear6,626,Winter sleep
816,609243.74,510986.36,2012-03-26,1520.92688,I,Bear6,659,Winter sleep
817,608518.93,509649.25,2012-03-27,3365.438039,I,Bear6,728,Winter sleep
818,607143.47,506577.72,2012-03-28,8.727384478,I,Bear6,789,Winter sleep
819,607136.51,506572.45,2012-03-29,2635.378458,I,Bear6,789,Winter sleep
820,428181.32,684268.73,2013-04-22,1035.18052,II,Bear8,1218,Den exit and reproduction
821,428219.49,683234.26,2013-04-23,11.99738876,II,Bear8,932,Den exit and reproduction
822,428207.78,683231.64,2013-04-24,21.16691568,II,Bear8,932,Den exit and reproduction
823,428187.56,683237.9,2013-04-25,34.51344732,II,Bear8,932,Den exit and reproduction
824,428195.37,683271.52,2013-04-26,319.7857915,II,Bear8,974,Den exit and reproduction
825,428160.08,682953.69,2013-04-27,274.8439435,II,Bear8,926,Den exit and reproduction
826,428420.38,683041.89,2013-04-28,2922.853345,II,Bear8,992,Den exit and reproduction
827,427030.64,680470.57,2013-04-29,15.29109878,II,Bear8,829,Den exit and reproduction
828,427042.07,680480.72,2013-04-30,700.2540452,II,Bear8,829,Den exit and reproduction
829,426599.69,679937.9,2013-05-01,2080.739713,II,Bear8,759,Den exit and reproduction
830,425072.92,678524.24,2013-05-02,1206.958597,II,Bear8,721,Den exit and reproduction
831,424454.73,677487.61,2013-05-03,250.4322833,II,Bear8,620,Den exit and reproduction
832,424563.8,677713.05,2013-05-04,100.695455,II,Bear8,647,Den exit and reproduction
833,424647.66,677657.3,2013-05-05,199.1904985,II,Bear8,607,Den exit and reproduction
834,424600.24,677850.77,2013-05-06,13.97673523,II,Bear8,659,Den exit and reproduction
835,424613.79,677847.36,2013-05-07,19.78753872,II,Bear8,621,Den exit and reproduction
836,424611.1,677866.96,2013-05-08,648.2547719,II,Bear8,659,Den exit and reproduction
837,424141.0,678313.32,2013-05-09,6.167522893,II,Bear8,710,Den exit and reproduction
838,424143.76,678307.81,2013-05-10,656.6286661,II,Bear8,710,Den exit and reproduction
839,424463.25,677734.15,2013-05-11,186.8254058,II,Bear8,660,Den exit and reproduction
840,424613.66,677844.97,2013-05-12,165.0840421,II,Bear8,621,Den exit and reproduction
841,424638.12,677681.71,2013-05-13,49.90963147,II,Bear8,607,Den exit and reproduction
842,424589.74,677669.46,2013-05-14,1041.675418,II,Bear8,647,Den exit and reproduction
843,424093.75,676753.45,2013-05-15,261.6571764,II,Bear8,559,Den exit and reproduction
844,423903.41,676932.99,2013-05-16,563.1301269,II,Bear8,530,Den exit and reproduction
845,423910.03,677496.08,2013-05-17,546.1745283,II,Bear8,614,Den exit and reproduction
846,424343.08,676735.46,2013-05-21,1188.788811,II,Bear8,563,Den exit and reproduction
847,424103.63,675571.03,2013-05-22,461.7901798,II,Bear8,552,Den exit and reproduction
848,424135.52,675110.34,2013-05-23,189.7138424,II,Bear8,523,Den exit and reproduction
849,424266.33,674972.94,2013-05-24,236.6366429,II,Bear8,499,Den exit and reproduction
850,424381.93,675179.41,2013-05-25,354.3830353,II,Bear8,579,Den exit and reproduction
851,424677.93,675374.28,2013-05-26,572.9063419,II,Bear8,623,Den exit and reproduction
852,424168.93,675111.33,2013-05-27,1884.710936,II,Bear8,560,Den exit and reproduction
853,423900.86,676976.88,2013-05-28,347.1126878,II,Bear8,547,Den exit and reproduction
854,424153.25,677215.17,2013-05-29,15.83193632,II,Bear8,618,Den exit and reproduction
855,424148.37,677230.24,2013-05-30,642.2048681,II,Bear8,618,Den exit and reproduction
856,424631.25,677653.62,2013-05-31,219.95884,II,Bear8,592,Den exit and reproduction
857,424561.34,677862.17,2013-06-01,245.4607387,II,Bear8,659,Den exit and reproduction
858,424478.76,678093.32,2013-06-02,277.4999857,II,Bear8,706,Den exit and reproduction
859,424604.83,677846.12,2013-06-03,2127.751502,II,Bear8,659,Den exit and reproduction
860,426075.96,679383.36,2013-06-04,1033.871176,II,Bear8,763,Den exit and reproduction
861,427095.97,679214.62,2013-06-05,316.8790293,II,Bear8,745,Den exit and reproduction
862,427319.53,679439.18,2013-06-06,353.9673421,II,Bear8,756,Den exit and reproduction
863,427263.62,679089.66,2013-06-07,194.046489,II,Bear8,683,Den exit and reproduction
864,427073.6,679128.94,2013-06-08,672.0097051,II,Bear8,749,Den exit and reproduction
865,427506.62,679642.84,2013-06-09,16.45577514,II,Bear8,726,Den exit and reproduction
866,427515.06,679628.71,2013-06-10,294.8313257,II,Bear8,726,Den exit and reproduction
867,427360.59,679377.59,2013-06-11,1640.082274,II,Bear8,717,Den exit and reproduction
868,425800.23,678872.45,2013-06-12,1235.802571,II,Bear8,793,Den exit and reproduction
869,425701.11,681627.41,2014-04-01,770.7406063,II,Bear8,812,Den exit and reproduction
870,426433.51,681387.35,2014-04-02,2256.651195,II,Bear8,882,Den exit and reproduction
871,428607.24,681993.46,2014-04-03,1292.117656,II,Bear8,919,Den exit and reproduction
872,429550.24,682876.82,2014-04-04,17.36510842,II,Bear8,1134,Den exit and reproduction
873,429543.09,682860.99,2014-04-05,1936.039934,II,Bear8,1134,Den exit and reproduction
874,431398.48,682308.02,2014-04-06,4885.653227,II,Bear8,766,Den exit and reproduction
875,427357.19,679562.56,2014-04-07,2444.290142,II,Bear8,810,Den exit and reproduction
876,425146.45,678519.88,2014-04-08,2732.031509,II,Bear8,682,Den exit and reproduction
877,424385.99,675895.82,2014-04-09,1388.421155,II,Bear8,613,Den exit and reproduction
878,424190.33,677270.38,2014-04-10,1710.02871,II,Bear8,618,Den exit and reproduction
879,425241.08,678619.51,2014-04-11,5181.667661,II,Bear8,739,Den exit and reproduction
880,426956.59,683508.95,2014-04-12,431.5043343,II,Bear8,955,Den exit and reproduction
881,426914.28,683938.38,2014-04-13,6259.054259,II,Bear8,1045,Den exit and reproduction
882,421829.96,680287.96,2014-04-14,10111.44573,II,Bear8,834,Den exit and reproduction
883,430008.69,686233.53,2014-04-15,613.0932989,II,Bear8,921,Den exit and reproduction
884,430486.2,686618.07,2014-04-16,1115.2494,II,Bear8,830,Den exit and reproduction
885,431601.44,686620.02,2014-04-17,1885.488593,II,Bear8,719,Den exit and reproduction
886,431174.75,684783.44,2014-04-18,621.1118855,II,Bear8,888,Den exit and reproduction
887,430611.91,684520.78,2014-04-19,2006.855297,II,Bear8,968,Den exit and reproduction
888,430969.41,682546.02,2014-04-20,1178.692872,II,Bear8,894,Den exit and reproduction
889,430066.03,681788.91,2014-04-21,2860.523364,II,Bear8,948,Den exit and reproduction
890,427758.91,683480.0,2014-04-22,1080.339667,II,Bear8,941,Den exit and reproduction
891,427152.27,682586.07,2014-04-23,1725.128379,II,Bear8,904,Den exit and reproduction
892,428483.17,681488.45,2014-04-24,1992.458368,II,Bear8,809,Den exit and reproduction
893,427323.76,683108.84,2014-04-25,2160.696892,II,Bear8,879,Den exit and reproduction
894,425344.33,683975.12,2014-04-26,2674.500041,II,Bear8,959,Den exit and reproduction
895,422847.27,684933.07,2014-04-27,2785.673626,II,Bear8,1272,Den exit and reproduction
896,425442.81,683921.56,2014-04-28,90.25083215,II,Bear8,928,Den exit and reproduction
897,425357.41,683950.73,2014-04-29,1147.239351,II,Bear8,929,Den exit and reproduction
898,425813.0,685003.63,2014-04-30,3460.916378,II,Bear8,1042,Den exit and reproduction
899,427393.24,688082.72,2014-05-01,5352.04447,II,Bear8,1183,Den exit and reproduction
900,422289.52,686471.37,2014-05-02,2818.457348,II,Bear8,1153,Den exit and reproduction
901,422958.15,683733.37,2014-05-03,2390.013375,II,Bear8,1065,Den exit and reproduction
902,425334.63,683987.36,2014-05-04,201.2242487,II,Bear8,959,Den exit and reproduction
903,425411.39,684173.37,2014-05-05,3934.554582,II,Bear8,973,Den exit and reproduction
904,421709.67,685506.78,2014-05-06,2344.242924,II,Bear8,1244,Den exit and reproduction
905,421749.96,683162.88,2014-05-07,3922.396065,II,Bear8,1027,Den exit and reproduction
906,425501.4,684308.27,2014-05-08,5580.304131,II,Bear8,983,Den exit and reproduction
907,426878.88,678900.66,2014-05-09,2032.407558,II,Bear8,753,Den exit and reproduction
908,427367.84,680873.37,2014-05-10,3738.906426,II,Bear8,852,Den exit and reproduction
909,425450.62,684083.31,2014-05-11,2755.43266,II,Bear8,963,Den exit and reproduction
910,425224.33,681337.18,2014-05-12,2892.169555,II,Bear8,815,Den exit and reproduction
911,425450.29,684220.51,2014-05-13,102.2731281,II,Bear8,973,Den exit and reproduction
912,425349.16,684205.27,2014-05-14,323.3441991,II,Bear8,999,Den exit and reproduction
913,425608.07,684011.58,2014-05-15,1049.554384,II,Bear8,917,Den exit and reproduction
914,425429.01,682977.41,2014-05-16,1751.872142,II,Bear8,922,Den exit and reproduction
915,424405.24,684399.01,2014-05-17,852.4875908,II,Bear8,1131,Den exit and reproduction
916,423621.91,684735.36,2014-05-18,1819.800664,II,Bear8,1309,Den exit and reproduction
917,424825.44,686100.35,2014-05-19,4847.740233,II,Bear8,1260,Den exit and reproduction
918,419985.77,685820.66,2014-05-20,271.0902579,II,Bear8,1220,Den exit and reproduction
919,420210.04,685668.36,2014-05-21,5443.800601,II,Bear8,1177,Den exit and reproduction
920,425368.91,683930.27,2014-05-22,183.4530365,II,Bear8,929,Den exit and reproduction
921,425431.47,684102.73,2014-05-23,646.027728,II,Bear8,963,Den exit and reproduction
922,425841.09,683603.17,2014-05-24,2255.629737,II,Bear8,894,Den exit and reproduction
923,428009.45,682981.81,2014-05-25,2217.117557,II,Bear8,872,Den exit and reproduction
924,426149.92,681774.44,2014-05-26,2407.55852,II,Bear8,733,Den exit and reproduction
925,425449.93,684077.99,2014-05-27,2133.249093,II,Bear8,963,Den exit and reproduction
926,425167.68,681963.5,2014-05-28,2303.750528,II,Bear8,902,Den exit and reproduction
927,425338.04,684260.94,2014-05-29,349.2151128,II,Bear8,999,Den exit and reproduction
928,425608.04,684039.47,2014-05-30,195.8733446,II,Bear8,924,Den exit and reproduction
929,425512.77,683868.32,2014-05-31,184.795641,II,Bear8,909,Den exit and reproduction
930,425687.05,683806.88,2014-06-01,79.32933725,II,Bear8,907,Den exit and reproduction
931,425766.22,683801.8,2014-06-02,2346.371103,II,Bear8,895,Den exit and reproduction
932,425621.72,681459.88,2014-06-03,2197.890456,II,Bear8,836,Den exit and reproduction
933,425775.71,683652.37,2014-06-04,2165.836943,II,Bear8,908,Den exit and reproduction
934,424134.0,685065.04,2014-06-05,18.38966789,II,Bear8,1236,Den exit and reproduction
935,424152.12,685061.92,2014-06-06,22.10130135,II,Bear8,1223,Den exit and reproduction
936,424131.53,685069.95,2014-06-07,99.36853165,II,Bear8,1236,Den exit and reproduction
937,424207.03,685005.34,2014-06-08,111.4383513,II,Bear8,1219,Den exit and reproduction
938,424122.29,685077.72,2014-06-09,2174.66919,II,Bear8,1236,Den exit and reproduction
939,425758.26,683644.96,2014-06-10,2397.846013,II,Bear8,908,Den exit and reproduction
940,423654.79,684796.08,2014-06-11,3394.967293,II,Bear8,1306,Den exit and reproduction
941,425464.06,681923.39,2014-06-12,463.8659581,II,Bear8,850,Den exit and reproduction
942,427902.06,682497.6,2012-09-01,1699.556395,IV,Bear8,814,Hyperphagia
943,428396.35,684123.69,2012-09-02,4800.035833,IV,Bear8,1194,Hyperphagia
944,425073.82,680659.43,2012-09-03,4436.208963,IV,Bear8,673,Hyperphagia
945,426484.86,684865.24,2012-09-04,497.4409038,IV,Bear8,1089,Hyperphagia
946,426980.76,684826.07,2012-09-05,1123.816859,IV,Bear8,1162,Hyperphagia
947,426229.22,685661.63,2012-09-06,1599.768575,IV,Bear8,1072,Hyperphagia
948,427825.96,685760.03,2012-09-07,1980.780557,IV,Bear8,1223,Hyperphagia
949,428433.44,683874.7,2012-09-08,1979.954905,IV,Bear8,1115,Hyperphagia
950,427895.66,685780.23,2012-09-09,1263.013019,IV,Bear8,1218,Hyperphagia
951,427267.58,684684.46,2012-09-10,1190.893508,IV,Bear8,1225,Hyperphagia
952,428003.58,685620.69,2012-09-11,51.95304865,IV,Bear8,1252,Hyperphagia
953,427967.32,685657.91,2012-09-12,107.317621,IV,Bear8,1256,Hyperphagia
954,428001.29,685556.11,2012-09-13,58.56479728,IV,Bear8,1269,Hyperphagia
955,428000.24,685614.66,2012-09-14,179.9323719,IV,Bear8,1252,Hyperphagia
956,428018.26,685435.63,2012-09-15,2.690601155,IV,Bear8,1293,Hyperphagia
957,428018.29,685438.32,2012-09-16,225.2872251,IV,Bear8,1293,Hyperphagia
958,427803.99,685507.81,2012-09-17,27.52955955,IV,Bear8,1291,Hyperphagia
959,427777.49,685515.27,2012-09-18,83.74639099,IV,Bear8,1291,Hyperphagia
960,427716.74,685457.63,2012-09-19,102.4462923,IV,Bear8,1282,Hyperphagia
961,427817.94,685473.51,2012-09-20,240.6082955,IV,Bear8,1291,Hyperphagia
962,427802.6,685713.63,2012-09-21,6414.503397,IV,Bear8,1223,Hyperphagia
963,426872.79,679366.87,2012-09-22,533.4623053,IV,Bear8,845,Hyperphagia
964,426346.78,679455.7,2012-09-23,465.946218,IV,Bear8,764,Hyperphagia
965,426630.6,679086.17,2012-09-24,3879.841572,IV,Bear8,848,Hyperphagia
966,427751.6,682800.54,2012-09-25,4238.0281,IV,Bear8,864,Hyperphagia
967,424305.96,680333.06,2012-09-26,218.6328652,IV,Bear8,734,Hyperphagia
968,424483.62,680460.49,2012-09-27,1751.362281,IV,Bear8,686,Hyperphagia
969,422741.82,680643.29,2012-09-28,1706.494817,IV,Bear8,798,Hyperphagia
970,422536.5,678949.19,2012-09-29,2133.895935,IV,Bear8,691,Hyperphagia
971,422457.54,681081.62,2012-09-30,827.8614154,IV,Bear8,844,Hyperphagia
972,422942.77,681752.38,2012-10-01,3943.995917,IV,Bear8,842,Hyperphagia
973,426679.87,683012.99,2012-10-02,468.7284636,IV,Bear8,962,Hyperphagia
974,426214.6,683069.81,2012-10-03,168.895774,IV,Bear8,842,Hyperphagia
975,426263.78,682908.23,2012-10-04,371.4070518,IV,Bear8,847,Hyperphagia
976,426631.83,682858.4,2012-10-05,671.3132767,IV,Bear8,973,Hyperphagia
977,427136.91,682416.19,2012-10-06,99.4631182,IV,Bear8,925,Hyperphagia
978,427037.48,682418.52,2012-10-07,223.5620909,IV,Bear8,864,Hyperphagia
979,426904.85,682238.54,2012-10-08,112.3400758,IV,Bear8,846,Hyperphagia
980,426989.96,682165.22,2012-10-09,144.1953754,IV,Bear8,867,Hyperphagia
981,426862.56,682232.75,2012-10-10,871.3892571,IV,Bear8,823,Hyperphagia
982,426315.29,682910.85,2012-10-11,24.44178731,IV,Bear8,867,Hyperphagia
983,426297.16,682927.24,2012-10-12,15.6283239,IV,Bear8,867,Hyperphagia
984,426306.56,682939.72,2012-10-13,884.0975932,IV,Bear8,875,Hyperphagia
985,427043.17,682450.8,2012-10-14,272.5730948,IV,Bear8,864,Hyperphagia
986,426971.06,682187.93,2012-10-15,135.8810688,IV,Bear8,846,Hyperphagia
987,426957.66,682323.15,2012-10-16,230.6363624,IV,Bear8,842,Hyperphagia
988,426960.78,682092.54,2012-10-17,259.9518638,IV,Bear8,858,Hyperphagia
989,426969.19,682352.35,2012-10-18,995.7042423,IV,Bear8,842,Hyperphagia
990,426201.42,682986.35,2012-10-19,257.6984285,IV,Bear8,855,Hyperphagia
991,426457.64,682958.78,2012-10-20,151.5215877,IV,Bear8,931,Hyperphagia
992,426460.25,683110.28,2012-10-21,87.80636581,IV,Bear8,903,Hyperphagia
993,426461.35,683022.48,2012-10-22,244.5235274,IV,Bear8,935,Hyperphagia
994,426222.69,683075.69,2012-10-23,356.65806,IV,Bear8,842,Hyperphagia
995,426398.64,682765.45,2012-10-24,186.0365289,IV,Bear8,852,Hyperphagia
996,426282.56,682910.83,2012-10-25,412.4686998,IV,Bear8,867,Hyperphagia
997,426346.24,682503.31,2012-10-26,672.7446077,IV,Bear8,803,Hyperphagia
998,426885.48,682101.05,2012-10-27,1753.881667,IV,Bear8,835,Hyperphagia
999,428197.51,683264.96,2012-10-28,1541.0723,IV,Bear8,974,Hyperphagia
1000,426765.7,682695.02,2012-10-28,540.1270368,IV,Bear8,848,Hyperphagia
1001,426243.54,682833.17,2012-10-29,72.08464261,IV,Bear8,806,Hyperphagia
1002,426309.69,682804.53,2012-10-30,857.0090667,IV,Bear8,837,Hyperphagia
1003,427067.72,683204.35,2012-10-31,885.3339784,IV,Bear8,879,Hyperphagia
1004,426283.15,682794.15,2012-11-01,426.0579732,IV,Bear8,837,Hyperphagia
1005,426676.8,682631.18,2012-11-02,1294.722848,IV,Bear8,934,Hyperphagia
1006,426898.01,683906.87,2012-11-03,1245.986202,IV,Bear8,1045,Hyperphagia
1007,426625.06,682691.14,2012-11-04,141.3170549,IV,Bear8,955,Hyperphagia
1008,426766.24,682697.41,2012-11-05,914.4771823,IV,Bear8,848,Hyperphagia
1009,427355.92,684318.3,2012-11-09,43.33820091,IV,Bear8,1208,Hyperphagia
1010,427327.12,684285.92,2012-11-10,2181.744458,IV,Bear8,1208,Hyperphagia
1011,427404.1,682105.54,2012-11-11,58.88343211,IV,Bear8,882,Hyperphagia
1012,426378.08,671080.18,2013-09-01,1490.979898,IV,Bear8,504,Hyperphagia
1013,424895.19,670925.03,2013-09-02,4643.078889,IV,Bear8,658,Hyperphagia
1014,427246.3,674928.84,2013-09-03,1735.826354,IV,Bear8,803,Hyperphagia
1015,426275.69,676367.94,2013-09-04,311.6540758,IV,Bear8,525,Hyperphagia
1016,426353.14,676066.06,2013-09-05,1140.862433,IV,Bear8,531,Hyperphagia
1017,427119.27,676911.41,2013-09-06,995.2042691,IV,Bear8,682,Hyperphagia
1018,426266.65,676398.12,2013-09-07,2420.283071,IV,Bear8,525,Hyperphagia
1019,426802.69,678758.29,2013-09-08,2452.14328,IV,Bear8,704,Hyperphagia
1020,426163.46,676390.93,2013-09-09,64.53876455,IV,Bear8,558,Hyperphagia
1021,426143.17,676329.67,2013-09-10,2927.66639,IV,Bear8,558,Hyperphagia
1022,426706.64,679202.6,2013-09-11,1298.30649,IV,Bear8,858,Hyperphagia
1023,426725.46,677904.43,2013-09-12,1603.624112,IV,Bear8,583,Hyperphagia
1024,426281.93,676363.36,2013-09-13,167.4923644,IV,Bear8,525,Hyperphagia
1025,426414.27,676466.02,2013-09-14,2485.826883,IV,Bear8,506,Hyperphagia
1026,426916.65,674031.49,2013-09-15,2236.982503,IV,Bear8,806,Hyperphagia
1027,429091.99,674553.03,2013-09-16,10992.73912,IV,Bear8,521,Hyperphagia
1028,437341.38,681818.55,2013-09-17,8838.724393,IV,Bear8,842,Hyperphagia
1029,430295.95,676481.42,2013-09-18,2461.307657,IV,Bear8,700,Hyperphagia
1030,427853.24,676783.44,2013-09-19,1712.835876,IV,Bear8,719,Hyperphagia
1031,426176.71,676432.65,2013-09-20,2666.668537,IV,Bear8,558,Hyperphagia
1032,427004.76,678967.5,2013-09-21,1444.056626,IV,Bear8,751,Hyperphagia
1033,425846.51,678105.08,2013-09-22,259.9416222,IV,Bear8,704,Hyperphagia
1034,426055.9,678259.12,2013-09-23,2160.944262,IV,Bear8,668,Hyperphagia
1035,427085.61,680158.96,2013-09-24,2306.680861,IV,Bear8,825,Hyperphagia
1036,427077.67,682465.62,2013-09-25,1399.98812,IV,Bear8,903,Hyperphagia
1037,428473.7,682360.42,2013-09-26,961.4140619,IV,Bear8,1035,Hyperphagia
1038,428221.64,683288.2,2013-09-27,4056.92928,IV,Bear8,974,Hyperphagia
1039,424561.72,681537.86,2013-09-28,2267.374412,IV,Bear8,926,Hyperphagia
1040,422542.24,680506.99,2013-09-29,3690.475542,IV,Bear8,872,Hyperphagia
1041,421685.95,684096.75,2013-09-30,2249.521806,IV,Bear8,1034,Hyperphagia
1042,423206.45,682438.92,2013-10-01,2433.864545,IV,Bear8,967,Hyperphagia
1043,425484.2,683296.57,2013-10-02,1653.545759,IV,Bear8,901,Hyperphagia
1044,426869.59,682393.85,2013-10-03,627.7640223,IV,Bear8,806,Hyperphagia
1045,426701.28,681789.07,2013-10-04,2700.876623,IV,Bear8,893,Hyperphagia
1046,428979.6,683239.58,2013-10-05,1408.366519,IV,Bear8,1162,Hyperphagia
1047,427578.87,683093.12,2013-10-06,2313.733335,IV,Bear8,939,Hyperphagia
1048,425538.47,684184.06,2013-10-07,3243.535621,IV,Bear8,954,Hyperphagia
1049,422692.76,685740.48,2013-10-08,1813.750974,IV,Bear8,1219,Hyperphagia
1050,424358.23,686458.73,2013-10-09,4264.078477,IV,Bear8,1164,Hyperphagia
1051,427233.82,683310.18,2013-10-10,1493.577054,IV,Bear8,879,Hyperphagia
1052,428724.51,683217.36,2013-10-11,3576.842199,IV,Bear8,1105,Hyperphagia
1053,425170.0,682818.31,2013-10-12,1845.614036,IV,Bear8,979,Hyperphagia
1054,424682.82,681038.16,2013-10-13,2578.538698,IV,Bear8,738,Hyperphagia
1055,426584.39,682779.67,2013-10-14,2297.821745,IV,Bear8,971,Hyperphagia
1056,424625.32,681578.84,2013-10-15,150.9142026,IV,Bear8,901,Hyperphagia
1057,424505.82,681486.66,2013-10-16,1690.022177,IV,Bear8,929,Hyperphagia
1058,426038.48,682198.78,2013-10-17,2093.77599,IV,Bear8,898,Hyperphagia
1059,428100.94,682559.55,2013-10-18,4131.02704,IV,Bear8,872,Hyperphagia
1060,425806.03,679124.61,2013-10-19,5443.724452,IV,Bear8,755,Hyperphagia
1061,427881.58,684157.13,2013-10-20,3487.501896,IV,Bear8,1136,Hyperphagia
1062,424478.72,684920.81,2013-10-21,2609.107,IV,Bear8,1136,Hyperphagia
1063,426128.43,682899.45,2013-10-22,2105.073739,IV,Bear8,819,Hyperphagia
1064,427885.31,684059.06,2013-10-23,2741.379248,IV,Bear8,1132,Hyperphagia
1065,426785.7,681547.88,2013-10-24,2662.872452,IV,Bear8,952,Hyperphagia
1066,428853.45,683225.77,2013-10-25,1311.046534,IV,Bear8,1132,Hyperphagia
1067,427881.04,684105.11,2013-10-26,4138.479603,IV,Bear8,1132,Hyperphagia
1068,424611.87,681567.49,2013-10-27,5192.582141,IV,Bear8,926,Hyperphagia
1069,422811.13,686437.83,2013-10-27,2367.631134,IV,Bear8,1078,Hyperphagia
1070,424614.37,684903.55,2013-10-28,3463.488529,IV,Bear8,1136,Hyperphagia
1071,427802.04,683549.11,2013-10-29,587.0731287,IV,Bear8,951,Hyperphagia
1072,427600.33,682997.78,2013-10-30,1121.782555,IV,Bear8,933,Hyperphagia
1073,427898.31,684079.26,2013-10-31,1687.410396,IV,Bear8,1132,Hyperphagia
1074,427001.17,682650.1,2013-11-01,1163.228398,IV,Bear8,817,Hyperphagia
1075,428032.83,683187.47,2013-11-02,1929.62315,IV,Bear8,936,Hyperphagia
1076,426738.64,681756.22,2013-11-03,2528.765417,IV,Bear8,893,Hyperphagia
1077,429219.09,682248.17,2013-11-04,2797.577496,IV,Bear8,896,Hyperphagia
1078,428285.81,679610.85,2013-11-05,1646.181478,IV,Bear8,647,Hyperphagia
1079,428907.65,681135.07,2013-11-06,3178.556167,IV,Bear8,717,Hyperphagia
1080,427826.65,684124.16,2013-11-07,2073.572551,IV,Bear8,1110,Hyperphagia
1081,426435.06,682586.89,2013-11-08,2499.014609,IV,Bear8,900,Hyperphagia
1082,428916.46,682883.13,2013-11-09,1274.763948,IV,Bear8,1152,Hyperphagia
1083,427647.1,682765.89,2013-11-10,1166.337252,IV,Bear8,882,Hyperphagia
1084,427263.42,683867.32,2013-11-11,1151.858064,IV,Bear8,995,Hyperphagia
1085,425404.23,684169.19,2012-08-21,1039.255681,III,Bear8,973,Forest fruits
1086,424442.24,684562.41,2012-08-22,3920.128409,III,Bear8,1125,Forest fruits
1087,424913.23,680670.68,2012-08-23,134.7799416,III,Bear8,720,Forest fruits
1088,425047.07,680686.61,2012-08-24,3868.680836,III,Bear8,673,Forest fruits
1089,421179.79,680582.58,2012-08-25,3636.953946,III,Bear8,728,Forest fruits
1090,419251.54,677498.87,2012-08-26,1229.051285,III,Bear8,733,Forest fruits
1091,420450.79,677767.87,2012-08-27,955.9015543,III,Bear8,686,Forest fruits
1092,420817.74,676885.21,2012-08-28,1090.470578,III,Bear8,589,Forest fruits
1093,420291.73,677840.42,2012-08-29,1130.473153,III,Bear8,676,Forest fruits
1094,425356.58,678173.9,2013-06-15,425.6965,III,Bear8,729,Forest fruits
1095,425346.09,678599.45,2013-06-16,1288.502,III,Bear8,719,Forest fruits
1096,424481.97,677643.66,2013-06-17,235.4182,III,Bear8,646,Forest fruits
1097,424604.43,677844.7,2013-06-18,32.38504,III,Bear8,659,Forest fruits
1098,424636.57,677848.7,2013-06-19,1088.554,III,Bear8,621,Forest fruits
1099,424895.19,676791.3,2013-06-20,1085.219,III,Bear8,658,Forest fruits
1100,424714.12,677861.3,2013-06-21,165.7173,III,Bear8,609,Forest fruits
1101,424555.95,677910.8,2013-06-22,333.1495,III,Bear8,665,Forest fruits
1102,424627.11,677585.3,2013-06-23,608.959,III,Bear8,592,Forest fruits
1103,425149.72,677897.9,2013-06-24,1129.906,III,Bear8,627,Forest fruits
