bear_id,date,num_points,centroid_x,centroid_y,min_x,max_x,min_y,max_y,sex,age,season,total_distance,avg_speed
Bear4,2014-03-24,24,568112.4609416666,517099.3328,567789.2369,568479.4797,516876.8875,517471.1173,F,J,Winter sleep,2241.818843405575,97.47038449589456
Bear4,2014-03-25,22,567409.4973454544,516906.3006681817,567124.4171,567803.4516,516470.8307,517888.7965,F,J,Winter sleep,3099.9208142999373,147.61527687142558
Bear4,2014-03-26,22,567247.4018,517092.83884545456,567024.0865,567515.6122,516523.9404,518233.818,F,J,Winter sleep,3226.3648812028473,153.6364229144213
Bear4,2014-03-27,23,567834.6869608695,517851.1334304348,567150.8681,568276.8137,517055.6678,519332.2458,F,J,Winter sleep,4498.324188411331,204.46928129142415
Bear4,2014-03-28,23,568275.4199391304,518050.6810652173,567853.6986,568731.3883,517369.8464,519325.7345,F,J,Winter sleep,4301.459080607364,195.52086730033471
Bear4,2014-03-29,24,567959.5676749999,517327.09687083337,567712.7746,568033.6399,516968.4509,519004.3405,F,J,Winter sleep,2668.540040987948,116.02348004295426
Bear4,2014-03-30,24,567698.5442083334,516509.99100833334,567507.4997,568247.8552,516230.2396,517065.0278,F,J,Winter sleep,2338.1582275237,101.65905337059566
Bear4,2014-03-31,22,567444.3055636362,516422.87315454544,567214.2719,567635.0083,516209.9462,516567.6769,F,J,Winter sleep,1229.463468738937,58.54587946375891
Bear4,2014-04-01,24,567211.4371291666,516447.580775,566983.1156,567341.5165,516036.6328,516892.5645,F,J,Den exit and reproduction,1929.4865057864922,83.89071764289096
Bear4,2014-04-02,24,567507.8707208334,516706.52669166663,567221.3679,567763.1493,516513.1914,516829.3413,F,J,Den exit and reproduction,1128.4411633207292,49.062659274814315
Bear4,2014-04-03,24,567697.3578041666,516451.55506666674,567487.7648,567778.9098,516264.4869,516557.2307,F,J,Den exit and reproduction,868.8297082031825,37.77520470448619
Bear4,2014-04-04,24,567532.9004791667,516296.37559583335,567411.9902,567613.4049,516160.2606,516425.6153,F,J,Den exit and reproduction,951.4531993031154,41.367530404483276
Bear4,2014-04-05,23,567535.7164826087,516393.12286086957,567439.9067,567611.8847,516290.4016,516471.8807,F,J,Den exit and reproduction,777.0959594750892,35.322543612504056
Bear4,2014-04-06,24,567578.7962416667,516357.4218833333,567525.591,567710.0981,516188.5931,516409.8879,F,J,Den exit and reproduction,883.7369915436935,38.42334745842146
Bear4,2014-04-07,24,567573.1544875001,516327.8762458333,567449.89,567720.6176,516083.3012,516441.247,F,J,Den exit and reproduction,970.4523430088191,42.19358013081822
Bear4,2014-04-08,24,567627.7188958334,516088.22581250005,567470.8366,567751.0776,515965.1209,516197.9081,F,J,Den exit and reproduction,1377.7677316401544,59.902944853919756
Bear4,2014-04-09,23,567853.0542260869,515677.80833043484,567641.3177,568016.3891,514265.429,516580.4244,F,J,Den exit and reproduction,3341.465814088839,151.88480973131087
Bear4,2014-04-10,24,567344.5510916667,515220.54326666665,566868.8062,567989.1394,514156.0446,516345.8113,F,J,Den exit and reproduction,3331.2553159370914,144.83718764943876
Bear4,2014-04-11,22,567581.1647545454,517225.24300909095,566879.7525,568171.2259,516316.0683,517832.908,F,J,Den exit and reproduction,4333.613051994973,206.3625262854749
Bear4,2014-04-12,24,567219.7535958333,516980.7102791667,566792.2172,567424.7768,516442.2518,517804.0488,F,J,Den exit and reproduction,2964.353709273314,128.88494388144844
Bear4,2014-04-13,24,567659.7315958333,517419.3253791666,567132.8733,567963.6003,517066.089,517890.989,F,J,Den exit and reproduction,2670.9802989473687,116.129578215103
Bear4,2014-04-14,23,567547.9358478261,517141.6288869565,566875.9814,568581.4007,516553.9151,517879.4636,F,J,Den exit and reproduction,4887.014349988548,222.13701590857036
Bear4,2014-04-15,24,568309.7931083334,517384.64411666663,567561.4848,568584.8943,516945.5279,518161.9131,F,J,Den exit and reproduction,5640.481255971878,245.23831547703819
Bear4,2014-04-16,22,568206.0564454545,517286.52189090906,567997.6712,568599.3408,516949.2992,517810.8452,F,J,Den exit and reproduction,1764.1946591500448,84.00926948333547
Bear4,2014-04-17,23,568296.5123782608,517161.7332565219,568096.0054,570030.5266,516783.0845,518076.0602,F,J,Den exit and reproduction,4142.140982149954,188.27913555227062
Bear4,2014-04-18,24,568154.6104374999,517242.1859208333,567911.3624,569146.1036,516952.3844,517783.9407,F,J,Den exit and reproduction,3221.123163780696,140.04883320785635
Bear4,2014-04-19,23,568570.7123739129,517399.11474347825,568451.7611,568989.5173,516997.3228,517960.1106,F,J,Den exit and reproduction,3620.5967234394566,164.57257833815711
Bear4,2014-04-20,23,568499.1183956522,517282.6561130435,568182.419,569460.7558,516898.6084,518005.752,F,J,Den exit and reproduction,4293.897894319375,195.17717701451704
Bear4,2014-04-21,22,568575.5610681818,517523.6626227272,568454.319,569285.3381,517336.4889,517784.6635,F,J,Den exit and reproduction,2733.210086699273,130.15286127139393
Bear4,2014-04-22,23,568218.5238913044,517514.4450913043,567823.3251,569335.8487,517095.7895,518100.6336,F,J,Den exit and reproduction,4489.64267554886,204.07466707040274
Bear4,2014-04-23,24,568133.40835,517357.19657499995,567197.8535,568697.2827,516598.0349,518697.7941,F,J,Den exit and reproduction,7092.344351286012,308.3627978820005
Bear4,2014-04-24,23,568389.3174043478,517296.6828391305,568096.261,569271.8517,517022.6056,517798.0522,F,J,Den exit and reproduction,3198.592308710436,145.39055948683801
Bear4,2014-04-25,24,567684.0948458334,516938.1378791666,567439.5241,568485.8089,516565.2836,517824.1195,F,J,Den exit and reproduction,2153.5084031642546,93.63080013757629
Bear4,2014-04-26,23,567542.2932043478,516521.8635695652,566970.919,568210.0816,515996.8275,517780.8473,F,J,Den exit and reproduction,6508.259282773652,295.82996739880235
Bear4,2014-04-27,24,567582.8398416666,516553.2973666666,566991.4422,568396.7776,516339.8461,516793.0191,F,J,Den exit and reproduction,2506.6099885858584,108.98304298199385
Bear4,2014-04-28,23,567683.1458347826,516946.63662173913,566646.1997,568010.0077,515897.2732,517852.5668,F,J,Den exit and reproduction,6247.2070057681885,283.96395480764494
Bear4,2014-04-29,24,568319.6615875,517496.07643333334,566698.4319,568759.8723,517136.854,517867.4153,F,J,Den exit and reproduction,4645.920135702025,201.99652763921847
Bear4,2014-04-30,24,567936.1859416666,517094.98640416673,566820.1207,568247.9483,516440.7434,517627.7166,F,J,Den exit and reproduction,4184.447935149458,181.93251891954168
Bear4,2014-05-01,24,567928.5044458334,517495.97567500005,566666.6293,568479.136,517301.2237,517840.0211,F,J,Den exit and reproduction,4036.94507929289,175.51935127360392
Bear4,2014-05-02,24,567893.2085333333,517118.90995,567145.2529,568075.5042,516959.7168,517621.8611,F,J,Den exit and reproduction,1798.7645838176677,78.20715581815946
Bear4,2014-05-03,24,568129.2906,516959.40317916666,568024.5789,568255.0383,516901.182,517077.5464,F,J,Den exit and reproduction,947.132305487713,41.17966545598752
Bear4,2014-05-04,21,568158.5310095239,516964.8327,568113.7406,568282.0627,516904.7247,517008.6801,F,J,Den exit and reproduction,629.0294585198942,31.45147292599471
Bear4,2014-05-05,22,568087.202940909,517050.68578181823,568010.5661,568237.2197,516960.0447,517158.0707,F,J,Den exit and reproduction,758.1017601882472,36.10008381848796
Bear4,2014-05-06,23,567893.5214304348,517145.41742173914,566942.47,568306.0622,516867.7959,517854.1858,F,J,Den exit and reproduction,3366.192593717209,153.00875425987314
Bear4,2014-05-07,24,567345.8390166666,516887.1246666666,566812.877,567652.786,516121.3914,517779.843,F,J,Den exit and reproduction,4264.284581494563,185.40367745628535
Bear4,2014-05-08,23,568061.9297521738,517374.366347826,567727.5237,568542.769,517062.3217,518298.7604,F,J,Den exit and reproduction,3728.4831335726462,169.47650607148393
Bear4,2014-05-09,24,568273.8530291667,517095.42287083337,568008.2684,568757.8421,516530.6359,518001.2773,F,J,Den exit and reproduction,3142.2687535871946,136.6203805907476
Bear4,2014-05-10,23,568405.7694130434,516488.3382608696,567593.2778,570946.2337,516106.286,516968.9662,F,J,Den exit and reproduction,5665.929647833116,257.5422567196871
Bear4,2014-05-11,24,568383.8622208334,517164.749725,567144.2717,570781.9854,516071.6028,518597.3667,F,J,Den exit and reproduction,7819.194345992101,339.96497156487396
Bear4,2014-05-12,24,568117.3428666666,517159.23652083334,567845.7775,568283.0783,516894.0038,518394.7548,F,J,Den exit and reproduction,2849.334702935492,123.88411751893443
Bear4,2014-05-13,24,568227.5279333334,517035.92815833335,568119.8232,568289.7591,516957.7011,517179.028,F,J,Den exit and reproduction,1254.4540179746432,54.54147904237579
Bear4,2014-05-14,24,568511.9843041666,516824.08712916664,568079.6259,569312.7135,516463.4007,517001.241,F,J,Den exit and reproduction,2529.578233254507,109.98166231541335
Bear4,2014-05-15,24,568185.3848583334,516664.6903666667,566643.7636,569302.2248,514911.2134,518087.5082,F,J,Den exit and reproduction,10814.458814935802,470.1938615189479
Bear4,2014-05-16,24,568364.8955458333,517046.7813958333,567304.2998,569314.0727,516577.8765,517973.9296,F,J,Den exit and reproduction,4997.344127405231,217.27583162631439
Bear4,2014-05-17,23,568166.7350826086,516807.4122913044,567410.5909,569379.454,516379.1037,518232.5037,F,J,Den exit and reproduction,4915.73255541778,223.44238888262635
Bear4,2014-05-18,24,570411.5139375,516761.2660250001,569301.3792,571305.7451,515289.8394,517204.7071,F,J,Den exit and reproduction,5156.098459969015,224.1781939116963
Bear4,2014-05-19,23,567868.7940739131,516585.18794347823,566630.7515,570301.3272,515325.4336,517720.9079,F,J,Den exit and reproduction,9417.695524005134,428.0770692729606
Bear4,2014-05-20,24,569188.1563541667,516520.6265083333,568766.4966,569337.6505,516360.4994,517528.9121,F,J,Den exit and reproduction,2134.525022103839,92.80543574364518
Bear4,2014-05-21,24,568879.37695,516293.7177791667,568187.8095,569314.7937,516009.2925,516735.4556,F,J,Den exit and reproduction,3729.3698831326847,162.1465166579428
Bear4,2014-05-22,24,568568.0758208333,516171.06614583335,566439.6028,569206.1371,515642.0891,517880.6478,F,J,Den exit and reproduction,8198.119596030447,356.4399824361064
Bear4,2014-05-23,23,568295.9835913044,515701.61860000005,567317.1295,569860.8815,514888.7725,516825.6893,F,J,Den exit and reproduction,6679.109472597208,303.5958851180549
Bear4,2014-05-24,23,567898.3359347825,515168.8965565217,567344.7448,569435.6131,514215.4279,516647.723,F,J,Den exit and reproduction,5359.16938331976,243.59860833271634
Bear4,2014-05-25,22,567859.5785227272,516417.4471818183,566603.341,569341.0811,514198.3228,517523.0148,F,J,Den exit and reproduction,10883.470483608917,518.2604992194722
Bear4,2014-05-26,23,567179.1052130433,517410.783826087,566486.9584,567465.7009,517007.8032,517789.309,F,J,Den exit and reproduction,2856.998015468789,129.86354615767223
Bear4,2014-05-27,24,567090.1218,516837.04324583337,566665.2867,567436.1058,516497.0667,517741.3484,F,J,Den exit and reproduction,3086.638340884965,134.20166699499848
Bear4,2014-05-28,22,567335.5271363636,517023.9776045454,566521.5282,567657.4982,516568.1677,517423.1577,F,J,Den exit and reproduction,2899.792236904716,138.0853446145103
Bear4,2014-05-29,23,567169.9427869566,516841.2459521739,566562.5228,567502.6004,516386.4912,517044.5023,F,J,Den exit and reproduction,3403.5587191158297,154.707214505265
Bear4,2014-05-30,22,567492.7984227273,517037.3873272728,566586.4245,568040.8747,516758.0582,517604.092,F,J,Den exit and reproduction,5666.093465067181,269.8139745270086
Bear4,2014-05-31,24,567287.959025,516931.4671375,566581.2181,567618.7652,516694.7704,517624.47,F,J,Den exit and reproduction,4415.124430524723,191.96193176194447
Bear4,2014-06-01,23,567631.510726087,517342.66109999997,566440.0213,568255.1288,516377.0292,517652.3716,F,J,Den exit and reproduction,3922.089018025268,178.2767735466031
Bear4,2014-06-02,23,567427.0781217392,517150.50324782607,566569.559,567639.4165,516817.9423,517820.9696,F,J,Den exit and reproduction,3495.2676967743428,158.87580439883376
Bear4,2014-06-03,23,567310.5688608695,517029.81115217396,566496.9811,568170.0351,516403.1835,518333.7458,F,J,Den exit and reproduction,5854.0495932829135,266.0931633310415
Bear4,2014-06-04,24,567378.5553125,517115.1151541667,566514.8844,567646.8892,516331.2602,517804.867,F,J,Den exit and reproduction,3764.0681889820316,163.6551386513927
Bear4,2014-06-05,23,567245.2946565218,516834.55025652173,566473.247,567569.2202,516610.6385,517192.2668,F,J,Den exit and reproduction,3174.3408335276054,144.28821970580023
Bear4,2014-06-06,24,567787.828375,517092.7078,566576.6969,568291.934,516750.7557,517713.5344,F,J,Den exit and reproduction,4641.8079919478405,201.8177387803409
Bear4,2014-06-07,24,567451.7560375,517182.4856999999,566583.5141,567630.8155,516818.8285,517832.0831,F,J,Den exit and reproduction,2669.53297109651,116.06665091723957
Bear4,2014-06-08,24,567492.6339,517556.13888333336,567014.3304,567588.4202,517482.3258,517819.2052,F,J,Den exit and reproduction,1779.5275131044878,77.37076143932555
Bear4,2014-06-09,24,567120.3628333333,517383.82301666663,566555.0226,567283.702,517217.954,517844.5772,F,J,Den exit and reproduction,1977.9403834603454,85.99740797653676
Bear4,2014-06-10,21,567058.7320428571,517276.3938952381,566565.8587,567428.4268,516705.3472,517817.3857,F,J,Den exit and reproduction,3012.7865417529065,150.6393270876453
Bear4,2014-06-11,23,567371.6326260869,516996.5836652174,566773.8715,567532.1254,516741.5281,517813.408,F,J,Den exit and reproduction,3415.4592263079476,155.24814665036126
Bear4,2014-06-12,22,567165.5853363635,517351.0308818182,566643.5455,567433.7049,516712.2947,517607.4743,F,J,Den exit and reproduction,2447.099760896096,116.52856004267124
Bear4,2014-06-13,24,567720.6475,516908.43238750007,566593.5368,568456.5511,516606.8966,517906.6023,F,J,Den exit and reproduction,5320.710573131546,231.33524231006723
Bear4,2014-06-14,22,567125.9213045455,517280.5193318181,566627.2573,567485.3928,516716.2522,517826.4326,F,J,Den exit and reproduction,2074.1325988464196,98.76821899268664
Bear4,2014-06-15,24,567177.5872458332,517337.87082083337,566372.1684,567603.7948,516648.8328,517886.8957,F,J,Forest fruits,3955.6679428983816,171.98556273471223
Bear4,2014-06-16,23,567098.5368956522,516817.7700130435,566367.556,567336.6561,516228.5042,517544.1482,F,J,Forest fruits,4770.221763223575,216.82826196470796
Bear4,2014-06-17,24,567720.7305208334,517104.95333749993,566603.6334,568312.0024,516752.6008,517657.2012,F,J,Forest fruits,4462.696232328969,194.03027097082474
Bear4,2014-06-18,24,567047.503525,516823.9401791667,566276.6185,567304.7945,516357.2415,517724.1061,F,J,Forest fruits,4350.477477651616,189.15119468050506
Bear4,2014-06-19,21,567504.8521238095,517510.26829523814,566592.7913,568030.9282,516828.9075,518601.8925,F,J,Forest fruits,4790.126678192846,239.5063339096423
Bear4,2014-06-20,24,567077.2067083333,517283.9789500001,566632.3005,567428.3106,516704.0778,517859.0007,F,J,Forest fruits,2719.9842767480995,118.26018594556955
Bear4,2014-06-21,24,567045.6159708333,516809.28582916665,566559.4373,567335.393,516625.8812,517201.942,F,J,Forest fruits,3477.099010964409,151.17821786801778
Bear4,2014-06-22,24,567333.8266833334,517462.38285833335,566613.8898,567576.6907,517132.4781,517834.8243,F,J,Forest fruits,2745.4083901480353,119.36558218034936
Bear4,2014-06-23,4,566866.91305,517004.35375,566630.2423,567119.7694,516719.5635,517217.8522,F,J,Forest fruits,1074.885963790086,358.295321263362
Bear5,2011-08-09,3,599324.2735333332,496761.3116666667,599088.7391,599446.4033,496728.1777,496817.2916,M,A,Forest fruits,373.6281976754671,186.81409883773355
Bear5,2011-08-10,18,599535.7557333333,496568.1902277778,599412.4946,599607.8449,495808.4969,496772.2964,M,A,Forest fruits,1917.145533781392,112.77326669302306
Bear5,2011-08-11,6,599584.0707166666,496257.69725,598615.8264,600644.2609,495432.6975,496841.3791,M,A,Forest fruits,4387.198826204535,877.439765240907
Bear5,2011-08-12,22,600705.9518545455,498524.0724181819,598084.2684,602581.4017,497611.074,501314.0433,M,A,Forest fruits,10660.067901017812,507.6222810008482
Bear5,2011-08-13,22,598719.2762863636,499118.65085000003,598084.848,599609.7214,499024.5699,499287.3007,M,A,Forest fruits,2980.914490327515,141.948309063215
Bear5,2011-08-14,23,600437.0536478261,499274.9774913043,598685.8144,601615.7195,498550.4879,500621.2985,M,A,Forest fruits,8213.324487488737,373.332931249488
Bear5,2011-08-15,19,600620.0976789474,500204.9794421053,598775.5845,601646.1198,499505.7064,500517.3862,M,A,Forest fruits,5101.212130784697,283.4006739324832
Bear5,2011-08-16,22,598440.3583227273,498736.78892272717,598219.6023,598526.5664,498537.7294,499310.2502,M,A,Forest fruits,1646.5788125810905,78.40851488481383
Bear5,2011-08-17,6,598405.7668666666,498932.40931666666,598222.2608,598531.5936,498602.4511,499299.564,M,A,Forest fruits,1421.0782047860012,284.2156409572002
Bear5,2011-08-18,20,598596.73983,499122.3123199999,598067.5809,598841.8244,499034.5278,499366.6172,M,A,Forest fruits,2204.243352181617,116.01280800955878
Bear5,2011-08-19,12,598676.9609666667,499098.8478249999,598218.3119,598866.9181,499036.4081,499306.7239,M,A,Forest fruits,1284.0495612508594,116.73177829553266
Bear5,2011-08-20,12,600826.109275,497479.6649166667,599848.4948,600927.0516,497405.2894,498229.9653,M,A,Forest fruits,1435.6702335479906,130.51547577709005
Bear5,2011-08-21,9,600813.4929666666,499403.68927777774,598367.9407,601963.8526,499241.9358,499467.5774,M,A,Forest fruits,3651.46109107612,456.432636384515
Bear5,2011-08-22,11,601016.0607090909,498772.6595363636,598607.577,601574.7572,498697.3343,499186.7315,M,A,Forest fruits,3212.392669929926,321.2392669929926
Bear5,2011-08-23,22,601138.9067636364,499406.6821363636,598626.9307,602192.4396,498438.1065,499931.8004,M,A,Forest fruits,8051.973332446705,383.4273015450812
Bear5,2011-08-24,21,600386.9680428572,499168.57959047623,598416.631,601846.3187,498690.777,500363.0991,M,A,Forest fruits,8630.312399651239,431.51561998256193
Bear5,2011-08-25,14,601630.3779999999,501147.7444285714,598908.6606,602314.431,499494.174,503300.4113,M,A,Forest fruits,6978.989240068169,536.84532615909
Bear5,2011-08-26,15,600093.9496933332,500805.63054,598042.2752,601722.9558,499499.3794,501770.2853,M,A,Forest fruits,9185.570727889593,656.1121948492566
Bear5,2011-08-27,21,600492.5730571428,500613.2755333333,598637.8469,601626.3202,498629.6802,501689.2083,M,A,Forest fruits,8859.965587259667,442.99827936298334
Bear5,2011-08-28,15,600356.5363733333,498718.37097333337,598300.06,601584.68,498308.8593,499306.6092,M,A,Forest fruits,7882.637085524413,563.0455061088867
Bear5,2011-08-29,23,600984.153278261,499863.01560434786,597998.4741,602042.053,498536.7465,502019.4108,M,A,Forest fruits,9021.994122038983,410.09064191086287
Bear5,2011-08-30,24,600673.2569375001,500930.62617916666,598817.8545,601660.4064,498902.634,502101.8988,M,A,Forest fruits,12933.751636865141,562.3370276897888
Bear5,2011-08-31,22,600317.0648181818,498089.37353636365,598286.6962,601462.1667,497061.1662,499074.0859,M,A,Forest fruits,6910.629386031552,329.07758981102626
Bear5,2011-09-01,23,599637.5562869565,497379.7544347826,599307.7592,599764.0651,497121.0967,497678.554,M,A,Hyperphagia,2602.5604127736083,118.29820058061856
Bear5,2011-09-02,23,599478.1219869565,496982.23625217396,598391.0003,599881.1565,495254.2646,499323.354,M,A,Hyperphagia,7782.609562853044,353.7549801296838
Bear5,2011-09-03,22,599544.1483227273,497057.2460636364,598379.5081,600407.5684,496356.0446,499317.6692,M,A,Hyperphagia,6220.613237771084,296.21967798909924
Bear5,2011-09-04,22,599506.4262863635,497025.582440909,599199.6705,599688.4368,496525.2932,497676.3349,M,A,Hyperphagia,3931.6379420244375,187.22085438211607
Bear5,2011-09-05,23,600953.1930043477,499247.4182217392,598219.1329,602012.6231,497597.967,500204.6198,M,A,Hyperphagia,8385.085289567503,381.1402404348865
Bear5,2011-09-06,22,601155.143659091,499052.6364772727,598369.5294,602770.6775,498239.7582,499847.0979,M,A,Hyperphagia,10882.413836895768,518.2101827093223
Bear5,2011-09-07,23,599596.629173913,497401.0105391305,598626.9323,599862.1898,496856.4544,498198.8766,M,A,Hyperphagia,4118.421809272685,187.20099133057658
Bear5,2011-09-08,22,599538.2560954544,497067.8682136364,599113.0596,599689.5613,496176.4598,497837.6234,M,A,Hyperphagia,4208.33861889229,200.39707709010904
Bear5,2011-09-09,21,600475.5915809523,498283.37176666665,598239.7767,601483.3622,497325.9183,499357.958,M,A,Hyperphagia,6760.575773657165,338.02878868285825
Bear5,2011-09-10,17,600923.4339941177,499187.07333529415,598564.4335,604172.1828,495040.6741,500615.8667,M,A,Hyperphagia,18019.77693696,1126.23605856
Bear5,2011-09-11,22,599482.3529727273,497658.0766545454,598484.2597,599756.4591,496436.5832,499305.6087,M,A,Hyperphagia,5814.814433185187,276.8959253897708
Bear5,2011-09-12,19,600962.0232842106,498232.4689578947,599582.4029,601605.7756,497169.5291,498815.6027,M,A,Hyperphagia,3521.5064323817937,195.63924624343298
Bear5,2011-09-13,23,599569.8363739131,497486.4334739132,598868.1679,599870.0804,496230.1662,499323.4589,M,A,Hyperphagia,6249.120507390288,284.05093215410403
Bear5,2011-09-14,22,599972.3153954544,500446.0272181819,598670.8391,600552.3829,499216.8385,501464.7678,M,A,Hyperphagia,7690.446865975384,366.2117555226373
Bear5,2011-09-15,20,602048.5367900002,499770.50044,600405.6239,603457.9183,498249.0631,500900.1627,M,A,Hyperphagia,8308.491849959773,437.28904473472494
Bear5,2011-09-16,21,599618.5182428571,497562.27793333336,598387.8719,601105.5002,497159.9586,499302.6528,M,A,Hyperphagia,8607.104576403734,430.35522882018665
Bear5,2011-09-17,24,599929.5064625,497973.3100416667,599480.0588,601412.2397,497128.4854,500078.9706,M,A,Hyperphagia,6479.487800601838,281.7168608957321
Bear5,2011-09-18,20,601235.6428699999,500053.64365,598823.0385,602190.2304,499559.2196,500411.8955,M,A,Hyperphagia,6309.318872290767,332.069414331093
Bear5,2011-09-19,24,600497.3938833333,500101.43601249997,600138.572,604719.1248,499791.3323,500305.291,M,A,Hyperphagia,10451.145940679837,454.3976495947755
Bear5,2011-09-20,22,600374.3739909092,500174.00677272736,600081.3244,600713.6292,499901.7402,500546.6817,M,A,Hyperphagia,2605.954764805719,124.09308403836758
Bear5,2011-09-21,22,600506.5545318181,500306.8181818183,600143.2363,600918.8997,499903.2531,500536.4327,M,A,Hyperphagia,4025.283267582774,191.68015559917973
Bear5,2011-09-22,24,599954.9055166667,500421.51542500005,598334.5217,600794.2923,499881.5863,501207.6616,M,A,Hyperphagia,6311.080391814957,274.39479964412857
Bear5,2011-09-23,23,599481.3836826087,500495.6119260869,598721.9944,600548.9808,499673.1918,501248.2348,M,A,Hyperphagia,5348.883230651354,243.13105593869793
Bear5,2011-09-24,14,600333.9488285715,500553.89353571425,599878.1912,600713.9571,499786.1374,501127.0398,M,A,Hyperphagia,2924.4862893527134,224.96048379636255
Bear5,2011-09-25,12,600804.1909749999,498728.40285,598812.0822,601659.5713,497878.784,499269.9038,M,A,Hyperphagia,5133.74630165145,466.7042092410409
Bear5,2011-09-26,10,599508.4589500001,501166.31334,598701.0979,600701.7927,500267.0814,501680.3814,M,A,Hyperphagia,3624.7520816413653,402.75023129348506
Bear5,2011-09-27,12,599864.9943666667,500430.02433333336,599097.2059,600445.4949,499589.9455,501350.2912,M,A,Hyperphagia,3389.0066631537993,308.09151483216357
Bear5,2011-09-28,23,599149.9920826087,500097.4082869566,598721.9437,600265.3966,499584.6458,500560.4122,M,A,Hyperphagia,4891.4624169992685,222.33920077269403
Bear5,2011-09-29,14,599673.7926214285,500701.72132142854,598777.6367,600681.406,499507.1488,502020.4376,M,A,Hyperphagia,5925.631646862522,455.8178189894248
Bear5,2011-09-30,19,599738.9446210528,500794.1976,598478.9637,601351.3931,500159.0592,501492.0924,M,A,Hyperphagia,8052.330703256012,447.3517057364451
Bear5,2011-10-01,14,600593.0465357143,500922.4830142857,599266.6546,601347.1646,500497.6641,501471.0104,M,A,Hyperphagia,3517.904008423714,270.608000647978
Bear5,2011-10-02,5,600356.8447,500106.64168,600220.7205,600391.7318,499915.8971,500159.2578,M,A,Hyperphagia,308.28535126140997,77.07133781535249
Bear5,2011-10-03,16,600411.18070625,500242.685675,600159.4551,600741.3536,499872.5982,500728.7801,M,A,Hyperphagia,3129.5195139427647,208.63463426285097
Bear5,2011-10-04,24,600295.6346833333,500074.9450083333,599194.1749,600753.8563,499638.1336,500561.976,M,A,Hyperphagia,5161.031194457973,224.3926606286075
Bear5,2011-10-05,17,600277.5483176472,500041.0395235294,599291.7264,600736.4308,499475.9557,500553.8191,M,A,Hyperphagia,4655.839261519488,290.989953844968
Bear5,2011-10-06,22,600365.0244363637,500483.88333181816,599289.8075,601326.7437,499507.7788,501715.1144,M,A,Hyperphagia,5898.712740856857,280.8910828979456
Bear5,2011-10-07,15,600329.3218333335,500338.78930666676,599762.532,601279.0702,499936.0404,501295.111,M,A,Hyperphagia,4425.7186966044,316.12276404317146
Bear5,2011-10-08,23,600500.5183826088,500266.1732304347,600149.7275,600873.8706,499951.9276,500470.9108,M,A,Hyperphagia,2591.6383681048887,117.80174400476767
Bear5,2011-10-09,13,600135.4981692306,500638.97100000014,598594.8324,600996.112,499765.9604,501284.5585,M,A,Hyperphagia,5355.780074835971,446.31500623633093
Bear5,2011-10-10,15,599619.3107,500911.2610866668,598591.1028,600241.9144,500594.0516,501194.5153,M,A,Hyperphagia,3202.018669710932,228.71561926506658
Bear5,2011-10-11,22,600257.3442954546,500251.00294090906,599763.6243,600596.6026,499150.1968,501149.3324,M,A,Hyperphagia,4534.335914121461,215.9207578153077
Bear5,2011-10-12,10,599543.08117,499480.43036,598796.2474,600204.7415,499152.883,499972.371,M,A,Hyperphagia,2655.7713955899717,295.085710621108
Bear5,2011-10-13,22,599712.5557954545,499877.3737363638,598483.1932,600590.0593,499164.6467,500445.4617,M,A,Hyperphagia,6111.976585382782,291.04650406584676
Bear5,2011-10-14,18,600009.9223222221,498821.5317944444,598472.4879,600870.072,498558.8282,499342.9867,M,A,Hyperphagia,3980.3872258447423,234.14042504969072
Bear5,2011-10-15,20,599720.96524,498961.2823849999,598469.3683,600860.5056,498007.6571,500288.0087,M,A,Hyperphagia,6782.789624328406,356.98892759623186
Bear5,2011-10-16,22,599122.0876318181,498691.7312227273,598202.9978,600250.6117,497254.2938,499332.0797,M,A,Hyperphagia,7103.172318565633,338.24630088407775
Bear5,2011-10-17,16,599308.95683125,498866.53414999996,598465.4238,600072.3731,498137.215,499316.6511,M,A,Hyperphagia,3835.4879139851987,255.69919426567992
Bear5,2011-10-18,17,600063.098982353,498895.4859647058,598960.0966,601152.0946,498370.5187,499244.226,M,A,Hyperphagia,4194.320754616872,262.1450471635545
Bear5,2011-10-19,21,600192.7919047618,498859.78068571433,598965.3214,601187.6527,498242.6023,499254.0375,M,A,Hyperphagia,5767.0391620034725,288.35195810017365
Bear5,2011-10-20,18,599229.3234111111,499071.15066111117,598658.7602,600216.9128,498375.8315,499712.0666,M,A,Hyperphagia,5233.674626993361,307.86321335255064
Bear5,2011-10-21,14,603580.7734642858,497302.1839214286,598966.5227,613868.1122,493195.8811,499286.2562,M,A,Hyperphagia,17756.993607196844,1365.922585168988
Bear5,2011-10-22,18,608585.3037388888,495219.1589666666,599251.5015,617286.0754,490146.8789,498854.9289,M,A,Hyperphagia,25506.53165912879,1500.38421524287
Bear5,2011-10-23,17,598948.9179705883,499094.86757058825,598577.4707,600061.2838,498059.8413,499389.8527,M,A,Hyperphagia,4671.698187097164,291.98113669357275
Bear5,2011-10-24,16,599959.9523499999,498738.53406875,598490.7328,600888.1091,498279.96,499376.3501,M,A,Hyperphagia,3564.7834198930227,237.65222799286818
Bear5,2011-10-25,8,598133.2672375,496001.29113749997,597368.905,599579.7033,494754.3229,498932.6632,M,A,Hyperphagia,5809.965770845007,829.9951101207153
