bear_id,date,num_points,centroid_x,centroid_y,min_x,max_x,min_y,max_y,sex,age,season,total_distance,avg_speed
Bear2,2013-06-16,24,561673.4613083333,577239.7586208334,561463.3922,562140.2771,577070.1854,577564.83,M,J,Forest fruits,1896.3514249998975,82.45006195651729
Bear2,2013-06-17,20,561012.1884999999,577463.5958349999,560026.0422,561628.2581,577061.6905,577854.1671,M,J,Forest fruits,2257.776174503603,118.83032497387386
Bear2,2013-06-18,24,559641.640075,578146.0210958333,559115.4062,560125.7135,577821.2407,578474.3736,M,J,Forest fruits,2070.226505464722,90.00984806368356
Bear2,2013-06-19,24,558707.4038083333,578589.6352083333,557465.0203,559158.2283,578289.6177,578937.8805,M,J,Forest fruits,4370.807303344759,190.0351001454243
Bear2,2013-06-20,24,560055.9557625001,578493.4264166667,559026.0216,561247.3546,578058.1907,578895.9901,M,J,Forest fruits,2919.217326303679,126.92249244798604
Bear2,2013-06-21,24,561898.3278750001,577404.1966541667,561242.3204,562468.6844,576716.8432,578076.0394,M,J,Forest fruits,2174.7491621699473,94.55431139869336
Bear2,2013-06-22,24,562927.9336875001,576040.6647333334,562076.2351,563905.3374,575479.6801,576915.5844,M,J,Forest fruits,3317.7917714455907,144.2518161498083
Bear2,2013-06-23,24,563705.4518416667,574278.7673666667,563326.1779,564295.581,573406.507,575511.2839,M,J,Forest fruits,3116.749040050613,135.51082782828752
Bear2,2013-06-24,24,563140.2784375,573219.3327874999,562635.8566,563457.2185,572752.8904,573546.7563,M,J,Forest fruits,2213.8935897364877,96.2562430320212
Bear2,2013-06-25,23,563149.8221826087,574813.4427478261,562693.6395,563521.7116,573278.7844,575605.6482,M,J,Forest fruits,3285.120283124614,149.32364923293702
Bear2,2013-06-26,24,562878.5808708334,576152.9982708333,562290.4858,563399.3771,575503.6183,577119.3789,M,J,Forest fruits,2835.818833756978,123.2964710329121
Bear2,2013-06-27,24,562415.6488541667,576961.4595958333,562350.0108,562480.5369,576893.3797,577112.4932,M,J,Forest fruits,1005.9102979164945,43.735230344195415
Bear2,2013-06-28,24,562603.5259541668,576870.6411875001,562388.4974,562781.5741,576758.6332,576976.712,M,J,Forest fruits,920.754015902445,40.0327833001063
Bear2,2013-06-29,24,562748.7760458334,576972.2992458333,562634.4263,562895.5092,576783.4586,577213.2708,M,J,Forest fruits,1529.7828075919851,66.51229598226023
Bear2,2013-06-30,24,562312.5395125,577162.6882333333,561760.9625,562836.7713,576897.9808,577522.3314,M,J,Forest fruits,2348.7146466901127,102.11802811696143
Bear2,2013-07-01,22,562276.7288954546,577134.7857681818,561514.0441,562847.0236,576798.4738,577446.6061,M,J,Forest fruits,2262.3607477300166,107.73146417761984
Bear2,2013-07-02,24,562599.1488583334,577206.5872958334,562329.1184,562916.2097,576968.0184,577652.4497,M,J,Forest fruits,2007.33332657296,87.2753620249113
